[00:00:00,000 -> 00:00:01,240] 大家好
[00:28:29,640 -> 00:28:32,000] 哇你這個產品讓我眼前一亮
[00:28:32,000 -> 00:28:33,440] 我很我我我
[00:28:33,440 -> 00:28:35,599] 這個是我真正需要的東西
[00:28:35,599 -> 00:28:37,400] 可是仍然就是
[00:28:37,400 -> 00:28:39,480] 大家都知道這個在網上買東西
[00:28:39,480 -> 00:28:41,579] 尤其買這麼貴的東西
[00:28:41,579 -> 00:28:44,079] 是有一個很長的這個
[00:28:44,079 -> 00:28:44,920] 不一定很長
[00:28:44,920 -> 00:28:45,240] 但是總之是一個很長的這個不一定很長
[00:28:45,240 -> 00:28:47,400] 但是總之是一個很艱難的決定週期
[00:28:47,400 -> 00:28:48,559] 就是我可能看了以後
[00:28:48,559 -> 00:28:49,079] 我覺得好
[00:28:49,079 -> 00:28:49,480] 我覺得好
[00:28:49,480 -> 00:28:49,839] 我覺得好
[00:28:49,839 -> 00:28:50,880] 但是我也沒有買
[00:28:50,880 -> 00:28:52,680] 那我想問你是怎麼樣子
[00:28:52,680 -> 00:28:54,200] 用一個有效的方式
[00:28:54,200 -> 00:28:55,559] 把你這個產品
[00:28:55,559 -> 00:28:57,480] 展現給對的人
[00:28:57,480 -> 00:28:59,720] 和怎麼樣子幫助他們去做這個決定
[00:28:59,720 -> 00:29:01,839] 這裡面可能有幾個點吧
[00:29:01,839 -> 00:29:04,200] 但是我講一個可能是比較
[00:29:04,200 -> 00:29:07,000] 讓我們公司可能比較脫穎而出的是
[00:29:07,000 -> 00:29:11,000] 我們的這個go to market的這個strategy
[00:29:11,000 -> 00:29:13,000] 那我們其實從
[00:29:13,000 -> 00:29:15,000] again回到了剛剛這個話題就是說
[00:29:15,000 -> 00:29:17,000] 大家的痛點是什麼
[00:29:17,000 -> 00:29:22,000] 這consumer他為了什麼而去頭痛去焦急
[00:29:22,000 -> 00:29:24,000] 那麼一是在產品方面
[00:29:24,000 -> 00:29:25,279] 我們剛剛已經講過了二是在這個�品方面那我刚刚已经讲过了
[00:29:25,279 -> 00:29:27,640] 二是在购物体验方面
[00:29:28,279 -> 00:29:29,960] 特别是像买家具这个东西
[00:29:29,960 -> 00:29:31,440] 你也在美国生活那么久
[00:29:31,440 -> 00:29:33,759] 其实在美国这边是不是有个笑话
[00:29:33,759 -> 00:29:34,400] 就是说
[00:29:34,759 -> 00:29:37,359] 其实去牙医是最痛苦的
[00:29:37,359 -> 00:29:39,000] 第二是去买车对吧
[00:29:39,000 -> 00:29:39,960] 这个体验真的很差
[00:29:39,960 -> 00:29:41,279] 那我觉得第三没有人说过
[00:29:41,279 -> 00:29:42,640] 但是我觉得第三应该就是买家具
[00:29:43,000 -> 00:29:44,559] 就这个体验本身它是
[00:29:44,559 -> 00:29:45,799] 一家我还是挺愛去的
[00:29:45,799 -> 00:29:46,640] 你喜歡是嗎
[00:29:46,640 -> 00:29:47,039] OK
[00:29:47,039 -> 00:29:49,000] 一家是一個很不一樣的一個體驗
[00:29:49,160 -> 00:29:52,079] 但是真的我們現在也正在買新的家具
[00:29:52,079 -> 00:29:54,400] 然後這個傳統體驗真的是不管工位
[00:29:54,400 -> 00:29:57,759] 因為你要去一個室內的一個店
[00:29:57,759 -> 00:29:58,799] 然後你要開車到那裡
[00:29:58,799 -> 00:30:01,359] 然後你要去跟一些銷售人
[00:30:01,359 -> 00:30:02,759] 他其實對產品也不是很懂
[00:30:02,759 -> 00:30:06,559] 然後你要去在那想像這個家具放我家到底是什麼樣子的
[00:30:06,559 -> 00:30:09,200] 或者是然後它佔地空間又很大
[00:30:09,200 -> 00:30:11,599] 然後整個體驗就是非常差勁
[00:30:12,200 -> 00:30:15,119] 但在線上的當然有Wayfair Amazon這樣的平台
[00:30:15,119 -> 00:30:16,920] 它的選擇非常多
[00:30:16,920 -> 00:30:20,319] 但是你買家具這種講究觸感
[00:30:20,319 -> 00:30:22,160] 然後講究這個質感的東西
[00:30:22,160 -> 00:30:24,279] 你光是在線上看照片
[00:30:24,279 -> 00:30:26,000] 你這個視頻
[00:30:26,000 -> 00:30:27,000] 你再怎麼看都沒有用
[00:30:27,000 -> 00:30:28,000] 因為你要去感覺
[00:30:28,000 -> 00:30:29,000] 就感受一下
[00:30:29,000 -> 00:30:30,000] 坐下來在個沙發上
[00:30:30,000 -> 00:30:32,000] 它的材料怎麼樣
[00:30:32,000 -> 00:30:34,000] 在面料上花了這麼大的功夫
[00:30:34,000 -> 00:30:36,000] 大家是摸不到的
[00:30:36,000 -> 00:30:38,000] 摸不到,對啊
[00:30:38,000 -> 00:30:40,000] 當然可以寄給他寄些swatch
[00:30:40,000 -> 00:30:41,000] 這當然是一個傳統的做法
[00:30:41,000 -> 00:30:43,000] 但是就算你摸到布料的話
[00:30:43,000 -> 00:30:44,000] 還有其他的很多一些
[00:30:44,000 -> 00:30:47,039] 像我們的坐墊其實是有多層海綿的
[00:30:47,039 -> 00:30:48,339] 這也是我們一個很大的創新
[00:30:48,339 -> 00:30:49,539] 這也沒有人知道
[00:30:49,539 -> 00:30:52,240] 大部分客戶一坐在Kat Outer沙發上
[00:30:52,240 -> 00:30:53,740] 他就get it 他就懂了
[00:30:53,740 -> 00:30:55,400] 為什麼這個東西值那麼多錢
[00:30:55,400 -> 00:30:58,799] 因為這個沙發確實比我的室內沙發還舒服
[00:30:58,799 -> 00:31:01,140] 但這個東西就是說必須要做到一個線下體驗
[00:31:01,140 -> 00:31:02,400] 那怎麼做呢
[00:31:02,400 -> 00:31:03,900] 所以我們當時就是絞盡腦汁
[00:31:03,900 -> 00:31:05,960] 然後想出了一個然後想出了一個辦法
[00:31:05,960 -> 00:31:10,640] 就是也是給一個美國的公司 Airbnb 受啟發的
[00:31:10,640 -> 00:31:14,359] 就是說他們是把人的家裡變成旅店
[00:31:14,359 -> 00:31:18,720] 那我們其實就是說想辦法能不能把客戶的後院變成我們的展示廳
[00:31:19,440 -> 00:31:23,960] 因為去哪裡建家具店這個東西其實是
[00:31:23,960 -> 00:31:25,400] 一,這個很昂貴
[00:31:25,400 -> 00:31:26,319] 二它很低效
[00:31:26,319 -> 00:31:27,920] 三我剛剛提到了它非常的
[00:31:27,920 -> 00:31:29,359] 這個用戶體驗很差
[00:31:29,359 -> 00:31:30,799] 那我們不想做這樣的事情
[00:31:30,799 -> 00:31:34,920] 那什麼事情是又體驗又好又真實
[00:31:34,920 -> 00:31:38,000] 然後這個大家都會去講
[00:31:38,000 -> 00:31:39,720] 會去穿越這個東西呢
[00:31:39,720 -> 00:31:41,759] 那其實想到就是所謂我們叫做
[00:31:41,759 -> 00:31:42,559] Neighborhood Showroom
[00:31:42,559 -> 00:31:44,960] 也就是說我們把我們客戶的後援
[00:31:44,960 -> 00:31:45,240] 變成了這樣的一個展示廳那在全美可以展開來其實想到就是所謂我們叫做 Neighborhood Showroom也就是說我們把我們客戶的後院
[00:31:47,000 -> 00:31:47,359] 變成了這樣的一個展示廳
[00:31:48,880 -> 00:31:51,680] 那在全美可以展開來不管你是在大的城市還是在一個小農村裡面
[00:31:51,720 -> 00:31:52,880] 你都能找到這樣一個
[00:31:52,880 -> 00:31:54,319] Outer所謂的 Neighborhood Showroom
[00:31:54,319 -> 00:31:56,319] 去體驗這個真實的沙發
[00:31:56,319 -> 00:31:57,640] 你真的就是在我們網站上
[00:31:57,640 -> 00:32:00,279] 可以把你的那個郵編打進去
[00:32:00,440 -> 00:32:02,640] 然後你可以在你的附近找到一家
[00:32:02,680 -> 00:32:04,960] 就是有Outer的沙發的人
[00:32:05,680 -> 00:32:08,000] 然後你可以做預約然後你可以去那裡就現場體驗
[00:32:08,000 -> 00:32:11,079] 體驗之後你再去回來下訂單
[00:32:11,079 -> 00:32:13,079] 所以這樣的模式是我們的一個
[00:32:13,079 -> 00:32:17,279] 怎麼說就是從Day1開始我們做PR
[00:32:17,279 -> 00:32:18,960] 然後去推行
[00:32:18,960 -> 00:32:20,519] 然後很多人把Alter
[00:32:20,519 -> 00:32:22,759] 就不光是高質量的產品戶外傢俱
[00:32:22,759 -> 00:32:25,759] 而且也是這個新的模式給聯繫在一起了
[00:32:25,759 -> 00:32:28,160] 對 我當時其實我第一次聽說
[00:32:28,160 -> 00:32:30,519] Alter這個品牌就是聽說了這個模式
[00:32:30,519 -> 00:32:33,039] 然後你當時是去One Piece去分享嘛
[00:32:33,039 -> 00:32:35,039] 然後我那天我聽到你去分享
[00:32:35,039 -> 00:32:36,759] 我就去drop everything然後去聽
[00:32:36,759 -> 00:32:38,599] 就是因為我聽到了這個模式
[00:32:38,599 -> 00:32:39,400] 我就覺得OK
[00:32:39,400 -> 00:32:41,960] 這個是一個特別特別make sense的模式
[00:32:41,960 -> 00:32:43,799] 就是因為我當時就在想
[00:32:43,799 -> 00:32:47,319] Growth和Product這個關係和這個DTC到底怎麼樣子去做體驗然後别make sense的模式就是因为我当时就在想Growth和Product这个关系和这个DTC
[00:32:47,319 -> 00:32:48,960] 你到底怎么样子去做体验
[00:32:48,960 -> 00:32:50,319] 然后我听到这个模式我就说
[00:32:50,319 -> 00:32:52,359] OK 这个完美地解决了很多问题
[00:32:52,359 -> 00:32:53,960] 但是我想问一下就是
[00:32:53,960 -> 00:32:55,319] 你现在的这个销量
[00:32:55,319 -> 00:32:58,279] 百分之多少是来自于体验过的这个customer
[00:32:59,279 -> 00:33:02,640] 其实这个真正的去线下体验过的这个customer
[00:33:02,640 -> 00:33:04,160] 说实在的其实比较小
[00:33:04,160 -> 00:33:04,599] 为什么
[00:33:04,599 -> 00:33:05,920] 因为是这个疫情期间我们对这个就真正的去線下體驗過的這個客戶說實在的其實比較小為什麼因為是這個疫情期間
[00:33:05,920 -> 00:33:10,880] 我們這個就真實的去故意的把這個這個功能給下線了
[00:33:10,880 -> 00:33:12,200] 就說你現在如果去網站的話
[00:33:12,200 -> 00:33:14,720] 我不會說你可以直接去預約去到訪
[00:33:14,720 -> 00:33:19,160] 但是你可以做一個這個線上的一個一個預覽
[00:33:19,160 -> 00:33:21,480] 我們發現一個特別特別好玩的這個現象
[00:33:21,480 -> 00:33:22,319] 啊
[00:33:22,319 -> 00:33:27,000] 雖然說就是說去線下體驗再下單的比例算小
[00:33:27,000 -> 00:33:35,000] 但是去跟我們Naples Showroom這個網頁上去看過
[00:33:35,000 -> 00:33:37,000] 我家裡附近到底有沒有
[00:33:37,000 -> 00:33:39,000] 我看看人家怎麼擺放的東西的
[00:33:39,000 -> 00:33:41,000] 這樣的人大概是85%以上
[00:33:41,000 -> 00:33:44,000] 就是我們所有的市場都有這樣的觸點
[00:33:44,000 -> 00:33:45,279] 我們發現一個很奇怪的問題大概是85%以上就是我們所有的客戶他都有這樣的觸點對不對就是說
[00:33:45,279 -> 00:33:47,359] 我們發現一個很奇怪的問題就是說
[00:33:47,359 -> 00:33:48,880] 現象就是
[00:33:48,880 -> 00:33:51,599] 隨著我們的線下展示廳的數量的增加
[00:33:51,599 -> 00:33:55,240] 和它的覆蓋的範圍面擴大
[00:33:55,240 -> 00:33:58,680] 我們的轉化的這個力度
[00:33:58,680 -> 00:34:00,039] 更加的輕鬆
[00:34:00,039 -> 00:34:02,039] 就是更容易去轉化這些客戶
[00:34:02,039 -> 00:34:04,400] 因為又回到剛剛這個提到的一點
[00:34:04,400 -> 00:34:06,000] 如果你住在邁阿密的話
[00:34:06,640 -> 00:34:08,639] 你其實最想知道的就是
[00:34:08,639 -> 00:34:10,400] 你這個沙發到底在這個
[00:34:10,400 -> 00:34:11,840] 這個南佛羅里達
[00:34:11,840 -> 00:34:14,280] 那麼潮濕的環境到底有沒有用
[00:34:14,280 -> 00:34:18,079] 當他看到他周圍有那麼多的客戶都有
[00:34:18,079 -> 00:34:19,840] 而且如果你真的要去現場看的話
[00:34:19,840 -> 00:34:20,960] 他也給你去看
[00:34:20,960 -> 00:34:23,920] 這個時候他給他建立了很多的心理的信心
[00:34:23,920 -> 00:34:26,199] 他就可以直接在現場下單了
[00:34:26,599 -> 00:34:28,199] 我覺得敢做這件事情
[00:34:28,199 -> 00:34:30,320] 和願意花時間做這件事情
[00:34:30,320 -> 00:34:33,039] 本身就是一個很好的Advertisement
[00:34:33,039 -> 00:34:35,559] 因為Advertisement有的人
[00:34:35,559 -> 00:34:38,079] 比如我們經濟學的Advertisement Model
[00:34:38,079 -> 00:34:40,800] 他說為什麼它會產生價值
[00:34:40,800 -> 00:34:44,760] 這個價值是因為那些經不起推銷的品牌
[00:34:44,760 -> 00:34:46,000] 他是不敢做Advertisement只有經得起推銷的品牌他是不敢做advertisement
[00:34:46,000 -> 00:34:47,000] 只有經不起推銷的品牌
[00:34:47,000 -> 00:34:49,000] 他才願意去花這個錢
[00:34:49,000 -> 00:34:51,000] 去convey一個costly signal
[00:34:51,000 -> 00:34:53,000] 但是那個模型未必有快來
[00:34:53,000 -> 00:34:55,000] 但是我覺得在alter上面
[00:34:55,000 -> 00:34:56,000] 你做了這樣一件事情
[00:34:56,000 -> 00:34:58,000] 就給大家增加很多信心
[00:34:58,000 -> 00:35:01,000] 所以說我可能對這個品牌本身
[00:35:01,000 -> 00:35:04,000] 通過這些展示產生了trust
[00:35:04,000 -> 00:35:06,679] 那我也不一定非要摸到這個東西
[00:35:06,679 -> 00:35:07,639] 我就可以相信你
[00:35:07,639 -> 00:35:08,840] 我就願意去買了
[00:35:09,679 -> 00:35:10,199] 沒錯
[00:35:10,199 -> 00:35:13,440] 當然我們的遠期的長期的願景還是
[00:35:14,039 -> 00:35:15,039] 希望疫情之後
[00:35:15,039 -> 00:35:17,760] 我們現在也是奔著這個一千甲
[00:35:17,760 -> 00:35:19,000] 全美國覆蓋
[00:35:19,000 -> 00:35:20,239] 這樣的一個指標去做
[00:35:20,239 -> 00:35:21,559] 那我們相信在接下來幾個月
[00:35:21,559 -> 00:35:22,679] 就會做到這個指標
[00:35:22,679 -> 00:35:25,300] 然後希望到時疫情一結束
[00:35:25,300 -> 00:35:27,099] 我們會在這方面發很多的力
[00:35:27,099 -> 00:35:27,800] 會讓大家
[00:35:27,800 -> 00:35:30,500] 因為大家也憋得挺慘了
[00:35:30,500 -> 00:35:31,099] 對吧
[00:35:31,099 -> 00:35:32,300] 大家都想去社交
[00:35:32,300 -> 00:35:33,599] 都想去走訪
[00:35:33,599 -> 00:35:36,099] 所以到時候我們在這方面會大做文章
[00:35:36,099 -> 00:35:37,099] 好的
[00:35:37,099 -> 00:35:39,900] 那說到這個正好我們去說增長吧
[00:35:39,900 -> 00:35:41,900] 就是你剛提到2021年的時候
[00:35:41,900 -> 00:35:43,300] 還要增長10倍以上
[00:35:43,300 -> 00:35:45,239] 那我這就有兩個問題
[00:35:45,239 -> 00:35:46,880] 第一個是你這是一個高端產品
[00:35:46,880 -> 00:35:50,400] 然後很多DTC品牌的遇到的痛點
[00:35:50,400 -> 00:35:53,199] 就是它有一個核心的顧客群
[00:35:53,199 -> 00:35:56,840] 然後當它的銷量越來越高
[00:35:56,840 -> 00:35:59,480] 然後需要去expand到更廣的客戶群以後
[00:35:59,480 -> 00:36:00,920] 它的轉化率就會下降
[00:36:00,920 -> 00:36:02,079] 它的廣告就更貴了
[00:36:02,079 -> 00:36:06,159] 然後它的轉化率就是整個購買意願也都
[00:36:06,159 -> 00:36:08,699] 或者說退貨率也變高了等等等等
[00:36:08,699 -> 00:36:10,500] 就是會遇到這樣的挑戰
[00:36:10,500 -> 00:36:13,239] 就是增長方面會沒有那麼容易
[00:36:13,239 -> 00:36:13,960] 另外一方面呢
[00:36:13,960 -> 00:36:16,659] 就是你的operations到底需要什麼樣的提高
[00:36:16,659 -> 00:36:18,340] 但是我們先說第一個問題吧
[00:36:18,340 -> 00:36:20,619] 就是你覺得這是不是個問題
[00:36:20,619 -> 00:36:21,340] 肯定是個問題
[00:36:21,340 -> 00:36:23,800] 而且我覺得這是DTC公司
[00:36:23,800 -> 00:36:25,760] 它的這個所謂的
[00:36:25,760 -> 00:36:26,880] Crossing the Chasm
[00:36:26,880 -> 00:36:27,199] 對不對
[00:36:27,199 -> 00:36:28,039] 就是用那個
[00:36:28,039 -> 00:36:29,800] 我不知道中文叫什麼
[00:36:29,800 -> 00:36:30,559] 反正就是
[00:36:30,559 -> 00:36:31,760] 你要做Mass Market
[00:36:31,760 -> 00:36:33,679] 和你剛開始的Early Adopter
[00:36:33,679 -> 00:36:35,440] 就是你通過線上的投放
[00:36:35,440 -> 00:36:36,280] 像Facebook
[00:36:36,280 -> 00:36:37,039] Instagram
[00:36:37,039 -> 00:36:38,000] Google等等
[00:36:38,000 -> 00:36:40,960] 當你飽和了這一群客戶的時候
[00:36:40,960 -> 00:36:42,360] 那你肯定是要轉到
[00:36:42,360 -> 00:36:44,480] 不在這些平台上的人
[00:36:44,480 -> 00:36:48,480] 其實電商在美國就疫情之前的話
[00:36:48,480 -> 00:36:50,679] 其實也就不到20%
[00:36:50,679 -> 00:36:51,679] 滲透率對吧
[00:36:51,679 -> 00:36:53,159] 疫情之後可能將近30%
[00:36:53,159 -> 00:36:54,559] 我上次看到這個數字
[00:36:54,559 -> 00:36:56,400] 但是就算到了30%
[00:36:56,400 -> 00:36:58,360] 那大部分的客戶還是在限價的
[00:36:58,360 -> 00:37:00,559] 特別是買家具這樣的東西
[00:37:00,559 -> 00:37:01,960] 還有很多品類
[00:37:01,960 -> 00:37:04,320] 他其實都是選擇去prefer出現價的
[00:37:04,320 -> 00:37:07,500] 所以家具這個我覺得電商他應該是不到百分之
[00:37:07,500 -> 00:37:09,500] 我看那個數據應該是不到25%
[00:37:09,500 -> 00:37:11,500] 就算到2025年
[00:37:11,500 -> 00:37:15,500] 所以就這點的話就是說我們還
[00:37:15,500 -> 00:37:16,000] 這是一個點
[00:37:16,000 -> 00:37:19,000] 第二個點是你會發現就是很多的DTC的公司
[00:37:19,000 -> 00:37:21,500] 近幾年的一些美國做的比較成功的一些
[00:37:21,500 -> 00:37:23,000] 早期做的比較成功的一些公司
[00:37:23,000 -> 00:37:25,739] 他都碰到一個瓶頸
[00:37:25,739 -> 00:37:27,840] 就是他做了大概2到3億美金
[00:37:27,840 -> 00:37:29,139] 年銷量的時候
[00:37:29,139 -> 00:37:30,980] 他會突然之間
[00:37:30,980 -> 00:37:32,420] 就是很難做下去
[00:37:32,420 -> 00:37:33,980] 他碰到了一個天花板了
[00:37:33,980 -> 00:37:34,719] 2到3億
[00:37:34,719 -> 00:37:35,320] 為什麼呢
[00:37:35,320 -> 00:37:36,719] 很神奇
[00:37:36,719 -> 00:37:37,960] 對 他是一般是
[00:37:37,960 -> 00:37:40,260] DTC是5000萬美金是一個門檻
[00:37:40,260 -> 00:37:42,119] 然後2到3億是一個門檻
[00:37:42,119 -> 00:37:43,920] 我們就光講2到3億這一個
[00:37:43,920 -> 00:37:46,440] 就是他其實說到底它就是滲透了
[00:37:46,440 -> 00:37:49,199] 他剛剛講到這個線上的貨客的這些渠道
[00:37:49,199 -> 00:37:53,840] 所以而且另外一個現象是
[00:37:53,840 -> 00:37:58,320] 現在隨著shopify的這個科技的強大
[00:37:58,320 -> 00:38:02,719] 就你說白了要去做一個品牌的這個入門券
[00:38:02,719 -> 00:38:03,559] 其實是非常便宜的
[00:38:03,559 -> 00:38:04,760] 大家都可以去做對吧
[00:38:04,760 -> 00:38:05,039] 你其實隨便找個的大家都可以去做對吧
[00:38:05,039 -> 00:38:06,119] 你其實隨便找個產品
[00:38:06,119 -> 00:38:07,679] 然後你做個shopify
[00:38:07,679 -> 00:38:09,519] shopify明天就可以上線
[00:38:09,519 -> 00:38:11,840] 我自己當時做的那個生鮮快送
[00:38:11,840 -> 00:38:12,639] 我還註冊了嘛
[00:38:12,639 -> 00:38:13,280] collegegrocery
[00:38:13,280 -> 00:38:14,199] 我還註冊了商標
[00:38:14,199 -> 00:38:16,239] 然後就是做了一個這樣的東西
[00:38:16,239 -> 00:38:17,679] 哇那domain name很值錢
[00:38:17,679 -> 00:38:18,679] 這不錯
[00:38:18,679 -> 00:38:21,159] 我當時還那個collegegrocery.net
[00:38:21,159 -> 00:38:22,320] 我去特地買了
[00:38:22,320 -> 00:38:25,119] collegegrocery.com是在別地買了collegegrocery.com
[00:38:25,119 -> 00:38:26,320] 是在別人的手裡邊
[00:38:26,320 -> 00:38:28,079] 我還特地去找那個人買了下來
[00:38:28,320 -> 00:38:30,199] 然後去註冊了商標什麼的
[00:38:30,199 -> 00:38:31,559] 但是這蠻好玩的
[00:38:31,679 -> 00:38:35,039] 我非常同意做一個brand
[00:38:35,039 -> 00:38:37,800] 是門檻是很低的
[00:38:38,400 -> 00:38:40,719] 那為什麼會在231的這個時候
[00:38:40,719 -> 00:38:42,400] 遇到一個門檻呢
[00:38:42,920 -> 00:38:46,000] 對 因為剛剛講到滲透線上了
[00:38:46,000 -> 00:38:48,000] 所以這個時候怎麼辦?
[00:38:48,000 -> 00:38:50,000] 你會發現很多這些傳統的D2C平板
[00:38:50,000 -> 00:38:52,000] 傳統D2C平板
[00:38:52,000 -> 00:38:54,000] 因為他們
[00:38:54,000 -> 00:38:58,000] 我們是非傳統的,所以是傳統D2C平板
[00:38:58,000 -> 00:39:07,280] 他們會選擇去一些傳統的線下渠道這裡面又回到了做線下零售
[00:39:07,280 -> 00:39:10,559] 做批發 做展會等等
[00:39:10,559 -> 00:39:15,199] 他們是一個很嬌貴的團隊
[00:39:15,199 -> 00:39:17,039] 他是在線上很厲害很厲害
[00:39:17,039 -> 00:39:17,519] 是個精英
[00:39:17,519 -> 00:39:18,719] 但是他做傳統的時候
[00:39:18,719 -> 00:39:21,280] 他沒有任何的優勢
[00:39:21,280 -> 00:39:25,000] 所以這個時候他們就經常會吃虧
[00:39:25,000 -> 00:39:25,679] 然後會跌倒
[00:39:25,679 -> 00:39:26,760] 這個時候你會發現
[00:39:26,760 -> 00:39:28,559] 就是John Casper是很好的例子
[00:39:28,559 -> 00:39:30,840] 他大概是那個亮的時候
[00:39:30,840 -> 00:39:34,199] 然後他開始轉戰線下去跟Westdam
[00:39:34,199 -> 00:39:34,840] 跟Target
[00:39:34,840 -> 00:39:36,039] 後來跟Costco
[00:39:36,039 -> 00:39:40,039] 最後來跟他們第一天創始人出來說
[00:39:40,039 -> 00:39:44,880] 我要顛覆線下買床墊的這些公司
[00:39:44,880 -> 00:39:45,800] 他們後來做了什麼
[00:39:45,800 -> 00:39:50,480] 他們要跟當年勵志要去顛覆的這些公司合作了
[00:39:50,480 -> 00:39:50,880] 對不對
[00:39:50,880 -> 00:39:52,679] 要起初他們用他們的這個店
[00:39:53,679 -> 00:39:56,159] 所以這個就是一個悖論
[00:39:56,320 -> 00:39:58,000] 我覺得說到底的話
[00:39:58,000 -> 00:39:59,400] 你要去佔這個mass market
[00:39:59,400 -> 00:40:00,719] 你還是要考慮線下
[00:40:00,719 -> 00:40:06,000] 所以這就是為什麼我們現在很早就開始鋪了這個線下的這個平台
[00:40:06,000 -> 00:40:08,000] 你要想一下就是我們這個體驗家平台
[00:40:08,000 -> 00:40:11,000] 現在它可以算是你要說它是個噱頭沒有問題
[00:40:11,000 -> 00:40:12,000] 對不對
[00:40:12,000 -> 00:40:13,000] 它就是一個能
[00:40:13,000 -> 00:40:14,000] 對對它是個噱頭
[00:40:14,000 -> 00:40:18,000] 它是能讓人記住的一個能讓人深刻的一個東西
[00:40:18,000 -> 00:40:20,000] 具體多少人去用線下
[00:40:20,000 -> 00:40:21,000] 那現在還不是那麼多的人
[00:40:21,000 -> 00:40:22,000] 但是那是ok
[00:40:22,000 -> 00:40:24,000] 因為我們現在正在鋪墊
[00:40:24,000 -> 00:40:26,360] 正在以一個盟利的方式
[00:40:26,360 -> 00:40:28,360] 去鋪墊我們這個線下的這些點
[00:40:28,360 -> 00:40:30,480] 到時等我們真的需要去
[00:40:30,480 -> 00:40:32,000] cross那個chasm
[00:40:32,000 -> 00:40:34,239] 做到了2.5億到3億美金
[00:40:34,239 -> 00:40:35,280] 年相當的時候
[00:40:35,280 -> 00:40:36,960] 那個時候我們有全美國
[00:40:36,960 -> 00:40:38,440] 甚至全世界幾萬家的
[00:40:38,440 -> 00:40:39,800] 這樣的線下展示廳
[00:40:39,800 -> 00:40:41,599] 那個時候的它這個線下的轉設
[00:40:41,599 -> 00:40:43,320] 我就不需要去
[00:40:43,320 -> 00:40:45,599] 去rely on這個傳統的一些渠道
[00:40:45,880 -> 00:40:48,199] 然後我是占下風的
[00:40:48,199 -> 00:40:50,199] 那我可以利用我自己的線下的平台去做
[00:40:50,199 -> 00:40:50,639] 這個事情
[00:40:50,639 -> 00:40:51,840] 所以我們自己是
[00:40:52,199 -> 00:40:53,880] 是這樣的一個一個一個計劃
[00:40:53,880 -> 00:40:56,840] 對你你你覺得你的門檻也是在兩到三億嗎
[00:40:56,840 -> 00:40:58,199] 因為你的單價很高呀
[00:40:58,239 -> 00:40:58,880] for some reason
[00:40:58,880 -> 00:41:01,139] 這個就是不管你賣的鞋子還是眼鏡
[00:41:01,139 -> 00:41:02,440] 還是車子還是
[00:41:02,599 -> 00:41:04,340] whatever 這個就是for some reason
[00:41:04,340 -> 00:41:05,239] 是一個是一個门槛
[00:41:05,239 -> 00:41:06,239] 嗯一些的规律
[00:41:06,239 -> 00:41:06,840] 这个好神奇
[00:41:06,840 -> 00:41:07,639] 我第一次听说
[00:41:07,639 -> 00:41:08,559] 但是非常有意思
[00:41:08,559 -> 00:41:10,079] 我觉得可以研究一下
[00:41:10,079 -> 00:41:12,360] 好市场上是有这种很奇怪的
[00:41:12,360 -> 00:41:13,079] 这个
[00:41:13,159 -> 00:41:14,599] 真知的就是这些东西
[00:41:14,599 -> 00:41:15,880] 他他他就是存在
[00:41:15,880 -> 00:41:17,599] 然后你也说不清楚是为什么
[00:41:17,599 -> 00:41:20,079] 他他就存在很神像你获科也是一个
[00:41:20,079 -> 00:41:21,400] 你在facefacebook对吧
[00:41:21,400 -> 00:41:22,880] 你在facebook获科
[00:41:23,000 -> 00:41:23,880] 他就是一比三
[00:41:23,880 -> 00:41:25,440] 就是做的好的話就1比3
[00:41:25,440 -> 00:41:26,639] 你不管賣的是1萬塊錢
[00:41:26,639 -> 00:41:28,800] 還是100塊錢的東西
[00:41:28,800 -> 00:41:30,320] 它就是貨客就是1比3
[00:41:30,320 -> 00:41:32,159] 就很就是你的這個
[00:41:32,159 -> 00:41:34,239] 你的廣告成本是你的這個
[00:41:34,239 -> 00:41:36,000] 是你的銷售額的1分之3
[00:41:36,000 -> 00:41:36,719] 是這樣嗎
[00:41:36,719 -> 00:41:37,360] 沒錯
[00:41:37,360 -> 00:41:39,039] 這樣的話就比較健康應該說
[00:41:39,039 -> 00:41:40,239] 但是大部分都是在這裡
[00:41:40,239 -> 00:41:41,760] 不會說有個突然間1比30
[00:41:41,760 -> 00:41:43,440] 或者1比003這樣子
[00:41:44,079 -> 00:41:46,000] 就會不會是因為這些存在下來
[00:41:46,000 -> 00:41:47,000] 然後這是一個天花板
[00:41:47,000 -> 00:41:49,000] 就是你做不到這個的話你就死了
[00:41:50,000 -> 00:41:51,000] 有可能
[00:41:51,000 -> 00:41:53,000] 就是survival fitness我覺得是有可能的
[00:41:53,000 -> 00:41:55,000] 對那裡面可能還有這個Facebook
[00:41:55,000 -> 00:41:58,000] 說到底它還是一個黑盒算法
[00:41:58,000 -> 00:42:00,000] Facebook要收你多少錢其實我也不知道
[00:42:00,000 -> 00:42:01,000] 說白了
[00:42:01,000 -> 00:42:03,000] 不知道你有沒有透露的
[00:42:07,000 -> 00:42:08,000] 這個先不聊
[00:42:08,000 -> 00:42:10,000] 有機會我們可以再聊
[00:42:10,000 -> 00:42:14,000] 那我覺得其他的很多細節都在
[00:42:14,000 -> 00:42:16,000] 品牌星球採訪你的文章裡了
