[00:00:00,000 -> 00:00:02,680] 我突然明白了孙总见我的真正意义
[00:25:25,359 -> 00:25:27,519] 是一个旅行挺好的但是我们要不直接聊旅行算了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈5232323323323323323323323323323323323323323323323323323323323323323323323323323323一个半一天半的时间然后去了N多地方其实我就觉得我停下来就是感觉在浪费我在日本的时间
[00:25:27,519 -> 00:25:28,960] 然后就要干很多很多事
[00:25:28,960 -> 00:25:30,119] 去很多很多地方
[00:25:30,119 -> 00:25:30,960] 然后就很累
[00:25:30,960 -> 00:25:33,000] 然后我发现我去任何地方
[00:25:33,000 -> 00:25:34,599] 如果一个人旅行都是这样子的
[00:25:34,599 -> 00:25:36,839] 就没有办法那个松弛
[00:25:37,759 -> 00:25:38,319] 你呢
[00:25:39,079 -> 00:25:41,079] 我觉得我旅行了很多
[00:25:41,079 -> 00:25:42,720] 所以我已经达到一种
[00:25:43,759 -> 00:25:46,240] 松弛和紧张很自然转换的状态
[00:25:46,240 -> 00:25:49,200] 我觉得有时候计划不如变化
[00:25:51,599 -> 00:25:53,319] 又达到自我和谐了
[00:25:54,880 -> 00:25:56,440] 不需要别人答应
[00:25:59,279 -> 00:26:00,960] 就聊着聊着自洽
[00:26:00,960 -> 00:26:01,759] 聊着聊着
[00:26:01,759 -> 00:26:04,319] 后边就自己就自我成全了
[00:26:05,640 -> 00:26:06,400] 别人说
[00:26:07,000 -> 00:26:08,799] 但你一定比一个人乖才好
[00:26:08,799 -> 00:26:09,240] 对
[00:26:09,759 -> 00:26:10,559] 最后的回复就是
[00:26:10,559 -> 00:26:11,519] I'm fine thank you
[00:26:11,519 -> 00:26:12,279] 终于找到了
[00:26:12,279 -> 00:26:13,279] 在这个作品中找到了
[00:26:13,279 -> 00:26:14,759] 你单身的真正的原因
[00:26:16,200 -> 00:26:17,240] 自我成全
[00:26:17,240 -> 00:26:18,839] 我昨天晚上在家录了个视频
[00:26:18,839 -> 00:26:20,240] 我们三个人正好会饭
[00:26:20,759 -> 00:26:21,440] 就是
[00:26:22,559 -> 00:26:24,079] 就是单身的第一大原因
[00:26:24,079 -> 00:26:25,000] 和第二大原因分别是什么你觉得单身第一大原因和第二大原因分别是什么
[00:26:25,000 -> 00:26:28,000] 你觉得单身第一大原因和第二大原因
[00:26:28,000 -> 00:26:31,000] 第一大原因应该是
[00:26:31,000 -> 00:26:34,000] 自己觉得单身挺好的
[00:26:34,000 -> 00:26:38,000] 第二大原因就是总觉得
[00:26:38,000 -> 00:26:43,000] 没有找到那个对的人
[00:26:43,000 -> 00:26:45,200] 我觉得不是
[00:26:45,200 -> 00:26:48,200] 我觉得单身第一大原因一定是自我认知过高
[00:26:48,200 -> 00:26:49,200] 自我认知不对
[00:26:52,200 -> 00:26:54,200] 你第二个原因呢
[00:26:56,200 -> 00:26:58,200] 第二个原因应该就是
[00:26:58,200 -> 00:27:01,200] 有些人他也不愿意找对象嘛
[00:27:01,200 -> 00:27:02,200] 所以就是享受自我
[00:27:02,200 -> 00:27:04,200] 一个人也过得挺好
[00:27:04,200 -> 00:27:07,599] 这是绝大部分现在或者说
[00:27:07,599 -> 00:27:10,200] 大龄单身女青年的一个现状
[00:27:10,200 -> 00:27:12,680] 就是不愿意再去找男朋友
[00:27:12,680 -> 00:27:14,680] 我觉得自己一个人也过得很开心
[00:27:14,680 -> 00:27:16,000] 我也能挣钱
[00:27:16,000 -> 00:27:17,519] 我也很富足对吧
[00:27:17,519 -> 00:27:18,559] 我还精神自由
[00:27:18,559 -> 00:27:19,279] 身体自由
[00:27:19,279 -> 00:27:19,680] 各种各样
[00:27:19,680 -> 00:27:20,720] 没那么多麻烦
[00:27:23,680 -> 00:27:26,160] 单身我觉得关系很复杂的
[00:27:26,160 -> 00:27:28,200] 所以其实事实上
[00:27:28,200 -> 00:27:30,039] 潜意识里有意识里有意识
[00:27:30,039 -> 00:27:33,759] 单身我觉得肯定是简单一点的关系
[00:27:33,759 -> 00:27:35,359] 毫无疑问
[00:27:35,359 -> 00:27:39,440] 单身的生活绝对比一个不单身的生活简单
[00:27:39,440 -> 00:27:41,680] 那第一大原因第二大原因分别是啥
[00:27:41,680 -> 00:27:43,480] 那这就是第一大原因了
[00:27:43,480 -> 00:27:47,000] 享受单身第二大原因 第二大原因分别是啥那这就是第一大原因了第一大原因就是找不到
[00:27:50,000 -> 00:27:51,000] 真的吗
[00:27:51,000 -> 00:27:52,000] 真的
[00:27:52,000 -> 00:27:53,000] 绝对不是找不到
[00:27:53,000 -> 00:27:54,000] 就是找不到
[00:27:54,000 -> 00:27:55,000] 为什么
[00:27:55,000 -> 00:27:57,000] 那我们来拆解一下这个问题
[00:27:57,000 -> 00:27:59,000] 是你见不到人呢 还是
[00:27:59,000 -> 00:28:01,000] 是见得到人 也有可能见得太多了
[00:28:01,000 -> 00:28:02,000] 不知道哪个
[00:28:02,000 -> 00:28:04,000] 也有可能
[00:28:05,079 -> 00:28:07,400] 大家会对你的生活很好奇什么叫见得太多了不知道哪个对吧 也有可能对大家会对你的生活很好奇
[00:28:07,400 -> 00:28:09,039] 什么叫见人太多了不知道哪个
[00:28:11,279 -> 00:28:13,160] 对 就很矛盾
[00:28:13,160 -> 00:28:14,559] 第一句话见不到人
[00:28:14,559 -> 00:28:15,559] 第二句话见到人
[00:28:15,559 -> 00:28:16,039] 见不到
[00:28:16,039 -> 00:28:16,559] 见不到
[00:28:16,559 -> 00:28:17,039] 见不到
[00:28:17,039 -> 00:28:17,839] 那是见不到
[00:28:19,160 -> 00:28:20,640] 见不到真正对吧
[00:28:21,079 -> 00:28:21,559] 愿意
[00:28:24,039 -> 00:28:27,319] 你想你要跟一个人建立一个更长久的关系
[00:28:27,319 -> 00:28:28,720] 还是需要很多元素
[00:28:30,720 -> 00:28:32,519] 不只是一下子的火花
[00:28:32,519 -> 00:28:35,720] 还有很多适合的关系
[00:28:35,720 -> 00:28:37,920] 现在一个喜欢的女生到
[00:28:37,920 -> 00:28:39,160] 抱歉你们俩没戏
[00:28:39,160 -> 00:28:39,640] 大家怕了
[00:28:39,640 -> 00:28:40,160] 怎么又到这个
[00:28:40,160 -> 00:28:41,160] 我们不是说旅游吗
[00:28:41,160 -> 00:28:42,759] 我们能不能继续说旅游
[00:28:42,759 -> 00:28:45,240] 旅游还是刚才说的那个
[00:28:45,240 -> 00:28:45,640] 旅游是什么
[00:28:45,640 -> 00:28:46,400] 那留一个前言
[00:28:46,400 -> 00:28:47,440] 到时候视频会说
[00:28:47,440 -> 00:28:48,440] 我觉得第一大原因
[00:28:48,440 -> 00:28:49,519] 第二大原因是什么
[00:28:49,519 -> 00:28:50,319] 哦
[00:28:50,319 -> 00:28:51,200] 是
[00:28:51,200 -> 00:28:53,200] 我们广告之后见
[00:28:53,200 -> 00:28:54,079] 哈哈哈
[00:28:54,079 -> 00:28:55,519] 说旅游吧
[00:28:55,519 -> 00:28:56,480] 你一个人旅游
[00:28:56,480 -> 00:28:57,400] 枪枪三人行
[00:28:57,400 -> 00:28:58,920] 你怎么旅游的呀
[00:28:58,920 -> 00:29:00,240] 我
[00:29:00,240 -> 00:29:02,920] 你刚才问的这个问题是我
[00:29:02,920 -> 00:29:05,400] 今天你这么多问题当中
[00:29:05,400 -> 00:29:07,440] 第一个让我觉得我好像
[00:29:07,440 -> 00:29:09,319] sort of you a clear answer的答案
[00:29:09,319 -> 00:29:12,720] 就是你说旅游一个人的事情很多
[00:29:14,160 -> 00:29:17,400] 我觉得我很enjoy这种
[00:29:17,400 -> 00:29:19,240] 就是你有一个铺垫
[00:29:19,680 -> 00:29:21,920] 有些人会完全有一个计划
[00:29:22,519 -> 00:29:23,359] 8点到这儿
[00:29:23,359 -> 00:29:24,000] 明天到这儿
[00:29:24,000 -> 00:29:26,000] 如果没有这个计刃就很恐慌
[00:29:26,000 -> 00:29:28,000] 發現浪費了時間等等的
[00:29:28,000 -> 00:29:32,000] 我雖然FOMO但是我沒有計劃
[00:29:32,000 -> 00:29:36,000] 我去日本是前一天問ChinaGDP我可以幹嘛
[00:29:36,000 -> 00:29:38,000] 然後開機那個東西
[00:29:38,000 -> 00:29:40,000] 就是我說OK現在去那兒
[00:29:40,000 -> 00:29:42,000] 就要去這幾個地方可以去
[00:29:42,000 -> 00:29:44,000] ChinaGDP good start
[00:29:44,000 -> 00:29:46,279] 我用了那個去看Oland
[00:29:46,279 -> 00:29:48,480] 但我觉得就是
[00:29:48,480 -> 00:29:51,039] 我觉得其实就不用有计划
[00:29:51,039 -> 00:29:52,200] 其实我的观点一直
[00:29:52,200 -> 00:29:54,079] 我自己的旅行永远都没有计划的
[00:29:54,079 -> 00:29:56,279] 就是但我有一个
[00:29:57,599 -> 00:29:58,640] 怎么说就是
[00:29:58,640 -> 00:29:59,680] 我会去
[00:29:59,680 -> 00:30:01,400] 我会有instinct
[00:30:01,400 -> 00:30:02,880] 我会有这种
[00:30:02,880 -> 00:30:06,000] 在哪个点上我会知道去下一步干什么然后事实证明基本上有instinct我会有这种在哪个点上我会知道去下一步干什么
[00:30:06,000 -> 00:30:08,000] 然后事实证明
[00:30:08,000 -> 00:30:12,000] 基本上我的instinct会带到我去体验到不错的东西的一个
[00:30:12,000 -> 00:30:14,000] 这么一个
[00:30:14,000 -> 00:30:16,000] 所以我觉得我一般会做的准备工作
[00:30:16,000 -> 00:30:18,000] 比如说大体上光看一看
[00:30:18,000 -> 00:30:20,000] 或者随便搜一搜
[00:30:20,000 -> 00:30:22,000] 就拿着谷歌地图
[00:30:22,000 -> 00:30:24,000] 然后去那个地方
[00:30:24,000 -> 00:30:26,000] 随便找个地方周边看一看
[00:30:26,000 -> 00:30:27,880] 然后会稍微随便记几个点
[00:30:27,880 -> 00:30:29,359] 我都不一定去那些地方
[00:30:30,200 -> 00:30:33,200] 但是就那些地方会成为一个reference
[00:30:33,200 -> 00:30:34,519] 参考点
[00:30:34,519 -> 00:30:35,200] 然后我
[00:30:35,200 -> 00:30:38,200] 是和我的那个做法差不多的
[00:30:38,200 -> 00:30:39,400] 就是对确实
[00:30:39,400 -> 00:30:42,400] 因为就是人气这种东西
[00:30:42,400 -> 00:30:44,880] 它是一个挺具象的东西
[00:30:44,880 -> 00:30:46,920] 你到了这个地方你自然就感受到了人气
[00:30:46,920 -> 00:30:49,079] 然后就会把你领到popular的地方
[00:30:49,079 -> 00:30:50,319] 或者说值得看的东西
[00:30:50,319 -> 00:30:53,119] 但就什么是popular也是一个主观问题嘛
[00:30:53,119 -> 00:30:55,559] 就是很多人会很喜欢旅游经历
[00:30:55,559 -> 00:30:59,759] 但我更在乎本地的人是怎么生活
[00:30:59,759 -> 00:31:00,920] 对对对 就这个意思
[00:31:00,920 -> 00:31:02,680] 就是当你到了一个地方
[00:31:02,680 -> 00:31:04,319] 关注本地人的生活的时候
[00:31:04,319 -> 00:31:04,880] 他就会
[00:31:06,519 -> 00:31:07,039] 就是本地人会去一個地方然後你
[00:31:07,039 -> 00:31:09,759] 所以這種東西是幾乎沒有辦法計劃的
[00:31:09,759 -> 00:31:12,279] 也許別人會給你一兩個點
[00:31:12,279 -> 00:31:13,000] 但是
[00:31:15,000 -> 00:31:15,920] 很可惜
[00:31:15,920 -> 00:31:28,480] 那個100個女生都已經沒有繼續看下去了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈我們可能要把這句話剪到最前面放到前面對對哈哈哈哈哈哈
[00:31:28,480 -> 00:31:29,980] 嗯
[00:31:30,980 -> 00:31:32,480] 還有多少個
[00:31:32,480 -> 00:31:34,980] 哈哈哈哈哈哈
[00:31:34,980 -> 00:31:35,980] 還有五個吧
[00:31:35,980 -> 00:31:37,480] 哈哈哈哈
[00:31:37,480 -> 00:31:38,480] 好
[00:31:38,480 -> 00:31:39,980] 然後然後然後
[00:31:39,980 -> 00:31:40,980] 然後對
[00:31:40,980 -> 00:31:42,980] 但是又有一個問題啊
[00:31:42,980 -> 00:31:44,980] 就是你剛剛提到了
[00:31:44,980 -> 00:31:45,000] 你的instinct會帶你到有意思的點但是又有一个问题就是你刚刚提到了
[00:31:45,000 -> 00:31:49,000] 你的instinct会带你到有意思的点
[00:31:49,000 -> 00:31:51,000] 那什么是有意思的点
[00:31:51,000 -> 00:31:52,000] 和背后更大的问题
[00:31:52,000 -> 00:31:54,000] 旅行的意义是什么
[00:31:54,000 -> 00:31:56,000] 旅行
[00:31:56,000 -> 00:31:58,000] 有意思的地方就是
[00:31:58,000 -> 00:32:00,000] 我能感受到本地人的生活
[00:32:00,000 -> 00:32:02,000] 就是我是在那
[00:32:02,000 -> 00:32:06,200] 我就感觉就跟本地人一样在那生活的感觉
[00:32:06,200 -> 00:32:08,279] 其实场景很多的
[00:32:08,279 -> 00:32:12,160] 咖啡厅餐厅随便在一个公园里逛一逛
[00:32:12,160 -> 00:32:13,160] 尤其是市场
[00:32:13,160 -> 00:32:14,240] 对
[00:32:14,240 -> 00:32:16,680] 就特别本地的场景
[00:32:16,680 -> 00:32:17,319] 我也特别爱
[00:32:17,319 -> 00:32:20,599] 我还要逛市场或者说那种本地人去的那种小店
[00:32:20,599 -> 00:32:20,920] 对
[00:32:20,920 -> 00:32:22,559] 就特别烂的小店
[00:32:22,559 -> 00:32:23,480] 就商场我不喜欢
[00:32:23,480 -> 00:32:24,160] 对
[00:32:24,160 -> 00:32:25,359] 就特别不起眼的
[00:32:25,359 -> 00:32:27,759] 和路边的餐厅
[00:32:27,759 -> 00:32:28,559] 我不喜欢那种
[00:32:28,559 -> 00:32:31,200] 旅行的意义
[00:32:31,200 -> 00:32:34,559] 我觉得就是让你抽离出你日常的生活
[00:32:34,559 -> 00:32:36,880] 突然间觉得
[00:32:36,880 -> 00:32:38,720] 换个视角
[00:32:38,720 -> 00:32:42,640] 然后其实你日常的那些生活都不再变得很重要
[00:32:42,640 -> 00:32:44,640] 就是日常的那些具体的情景
[00:32:44,640 -> 00:32:45,039] 环境限制都变得很重要日常的那些具体的情景
[00:32:47,039 -> 00:32:48,240] 环境限制都变得不太重要
[00:32:51,000 -> 00:32:52,400] 你对距离的感觉就很主观了就突然间变得
[00:32:53,359 -> 00:32:55,119] 像我的话我可能突然间这个回来
[00:32:55,119 -> 00:32:56,240] 明天就那个回来
[00:32:57,000 -> 00:32:58,759] 我能够突然到一个地方去
[00:33:00,160 -> 00:33:01,400] 立刻就在那个地方
[00:33:01,400 -> 00:33:04,319] 过我在我所生活的地方一样的生活
[00:33:05,000 -> 00:33:09,319] 那我就觉得我对地理的位置的限制和距离的感觉是完全
[00:33:10,119 -> 00:33:11,319] 自由的感觉吗
[00:33:11,319 -> 00:33:13,079] 是自由的感觉
[00:33:13,079 -> 00:33:15,440] 是一种特别自由的感觉
[00:33:17,240 -> 00:33:19,440] 所以你前两天去日本了
[00:33:19,440 -> 00:33:20,039] 嗯
[00:33:20,480 -> 00:33:22,240] 然后你待了几天
[00:33:22,240 -> 00:33:23,000] 一天半
[00:33:23,000 -> 00:33:24,279] 然后你干了什么
[00:33:22,240 -> 00:33:23,039] 你呆了几天一天半
[00:33:23,039 -> 00:33:24,319] 然后你干了什么
[00:33:26,319 -> 00:33:28,960] 我下飞机坐火车到
[00:33:28,960 -> 00:33:30,240] 我住在那个
[00:33:30,240 -> 00:33:31,519] 住在营座
[00:33:31,519 -> 00:33:33,519] 到了酒店
[00:33:33,519 -> 00:33:34,799] 然后吃了晚饭
[00:33:34,799 -> 00:33:35,519] 逛了营座
[00:33:35,519 -> 00:33:37,279] 然后回到酒店录了一些视频
[00:33:37,279 -> 00:33:38,240] 躲鸡吗
[00:33:38,240 -> 00:33:38,799] 对
[00:33:38,799 -> 00:33:40,079] 就是在躲鸡
[00:33:40,079 -> 00:33:41,920] 然后早上去了
[00:33:41,920 -> 00:33:43,839] 那个猪记的市场
[00:33:43,839 -> 00:33:45,839] Airbnb上订了一个你去过市场Airbnb上订了一个tour
[00:33:45,839 -> 00:33:46,839] 你去过Airbnb吗?
[00:33:46,839 -> 00:33:47,339] 对
[00:33:47,339 -> 00:33:49,339] 就是Airbnb上订了一个tour
[00:33:49,339 -> 00:33:50,839] 一个日本导游带着我逛了一圈
[00:33:50,839 -> 00:33:52,839] 然后在那买了吃的吃了东西
[00:33:52,839 -> 00:33:54,839] 然后去上瘾
[00:33:54,839 -> 00:33:56,839] 看樱花
[00:33:56,839 -> 00:33:57,839] 录了一些视频
[00:33:57,839 -> 00:33:58,339] 然后看了
[00:33:58,339 -> 00:33:59,839] 因为正好有一些节奏表演
[00:33:59,839 -> 00:34:02,839] 然后顺着上瘾那边不是有一个市场吗
[00:34:02,839 -> 00:34:04,039] 然后就顺着市场走走走
[00:34:04,039 -> 00:34:06,119] 走到了那个千叶园
[00:34:06,119 -> 00:34:07,279] 又录了一期视频
[00:34:07,279 -> 00:34:08,360] 哇塞
[00:34:08,360 -> 00:34:09,320] 感谢这个分享家
[00:34:09,320 -> 00:34:10,679] 欠狗很多呀
[00:34:10,679 -> 00:34:13,119] 你是几号去的
[00:34:13,119 -> 00:34:14,760] 上周
[00:34:14,760 -> 00:34:15,320] 上周
[00:34:15,320 -> 00:34:17,719] 那上野的樱花应该差不多谢了吧
[00:34:17,719 -> 00:34:18,320] 就晚樱了
[00:34:18,320 -> 00:34:19,119] 50%
[00:34:19,119 -> 00:34:21,480] 剩了50% 60%其实
[00:34:21,480 -> 00:34:22,199] 还行
[00:34:22,199 -> 00:34:22,880] 对
[00:34:22,880 -> 00:34:24,320] 然后秋叶园
[00:34:24,320 -> 00:34:25,280] 在秋叶园逛
[00:34:25,280 -> 00:34:27,599] 然后秋月园还去了女普咖啡
[00:34:27,599 -> 00:34:31,840] 给我妹买了一些那个漫画书和那个卡片
[00:34:31,840 -> 00:34:32,480] 对
[00:34:32,480 -> 00:34:34,599] 然后逛了电视市场之类的
[00:34:34,599 -> 00:34:38,639] 然后回到了银座吃晚饭
[00:34:38,639 -> 00:34:40,159] 订了一个Omakase
[00:34:40,159 -> 00:34:41,000] 然后
[00:34:41,000 -> 00:34:42,199] 什么Omakase
[00:34:42,199 -> 00:34:43,119] 就是寿司
[00:34:43,119 -> 00:34:46,000] 然后去了六本木
[00:34:46,000 -> 00:34:48,000] 在上面见了一个朋友
[00:34:48,000 -> 00:34:50,000] 我和他约了上来喝酒
[00:34:50,000 -> 00:34:52,000] 然后看了那个盾银塔
[00:34:52,000 -> 00:34:54,000] 然后回去睡觉
[00:34:54,000 -> 00:34:58,000] 然后离开天就去了那个
[00:34:58,000 -> 00:34:59,000] 哎
[00:34:59,000 -> 00:35:00,000] 澀谷
[00:35:00,000 -> 00:35:02,000] 逛了一圈
[00:35:02,000 -> 00:35:03,000] 逛了半天吧
[00:35:03,000 -> 00:35:04,000] 然后就去机场了
[00:35:04,000 -> 00:35:09,000] 你觉得这个旅行当中最highlight的是什么
[00:35:09,000 -> 00:35:12,500] 你知道有个highlight高潮的感觉吗
[00:35:12,500 -> 00:35:13,500] 没有啊
[00:35:13,500 -> 00:35:17,500] 但是有一些挺好玩的点吧
[00:35:17,500 -> 00:35:19,500] 就是几个印象比较深刻的点
[00:35:19,500 -> 00:35:23,500] 应该是在上野的时候
[00:35:23,500 -> 00:35:26,760] 我是一些日本人在那站坐
[00:35:26,760 -> 00:35:30,000] 他們會鋪那個綠色的藍色的那個
[00:35:30,000 -> 00:35:32,800] 東西然後在地上站坐嘛
[00:35:32,800 -> 00:35:34,199] 就是野營
[00:35:34,199 -> 00:35:36,000] 然後他鋪了一個很大的
[00:35:36,000 -> 00:35:37,000] 然後人還沒來
[00:35:37,000 -> 00:35:38,000] 然後我就借用他
[00:35:38,000 -> 00:35:39,800] 然後去看
[00:35:39,800 -> 00:35:40,800] 他可能
[00:35:40,800 -> 00:35:42,400] 如果我是本地人的話
[00:35:42,400 -> 00:35:45,039] 我是要花很長的時間去準備這件事情
[00:35:45,039 -> 00:35:46,159] 然後去野營
[00:35:46,519 -> 00:35:48,000] 對就是野餐
[00:35:48,000 -> 00:35:50,880] 就有個鋪在那
[00:35:50,880 -> 00:35:52,119] 但是你需要用那個東西
[00:35:52,119 -> 00:35:53,360] 有Claim你的地盤
[00:35:53,360 -> 00:35:57,199] 他要用很長的時間去準備這件事情
[00:35:57,199 -> 00:35:58,000] 很早去站座
[00:35:58,000 -> 00:36:00,079] 然後站到一個櫻花橋不出的位置
[00:36:00,079 -> 00:36:01,679] 然後我就直接使用了它
[00:36:01,679 -> 00:36:03,199] 我跟他說我可不可以用10分鐘
[00:36:03,199 -> 00:36:04,039] 他說可以啊
[00:36:04,039 -> 00:36:06,039] 反正我的朋友们还没有来
[00:36:06,039 -> 00:36:07,800] 英语吗
[00:36:07,800 -> 00:36:09,000] 对
[00:36:09,000 -> 00:36:14,199] 然后接着唱歌公园有表演
[00:36:14,199 -> 00:36:15,360] 你去过吗
[00:36:15,360 -> 00:36:16,199] 去过
[00:36:16,199 -> 00:36:17,199] 然后
[00:36:17,199 -> 00:36:18,719] To this
[00:36:18,719 -> 00:36:19,639] 也挺有意思的
[00:36:19,639 -> 00:36:20,800] 你觉得什么歌都可以开庆吗
[00:36:20,800 -> 00:36:21,679] 因为我都是
[00:36:21,679 -> 00:36:23,000] 日本特别好听
[00:36:23,000 -> 00:36:24,800] 八月份九月份那种
[00:36:24,800 -> 00:36:26,079] 一直缺乏新鲜的
[00:36:26,079 -> 00:36:27,280] 然后十一月份
[00:36:27,280 -> 00:36:30,800] 其实我还是挺在乎一点
[00:36:30,800 -> 00:36:34,880] 就是去一个地方你能够用本地的语言
[00:36:34,880 -> 00:36:38,480] 其实为什么我会经常去拉美
[00:36:38,480 -> 00:36:40,719] 因为我现在基本上会说西班牙语
[00:36:40,719 -> 00:36:44,280] 所以我觉得我就在那就能真的能融入
[00:36:44,280 -> 00:36:45,000] 就能感受但是其他地方就是给我有自理�了所以我觉得我住在那儿就真的能融入
