[00:00:00,000 -> 00:00:02,000] Hello 大家好 欢迎回到看点评论
[00:28:15,559 -> 00:28:20,319] 对 我不想去评判这个酒它怎么样
[00:28:20,319 -> 00:28:22,720] 像你来酒吧我们一定不会让你喝到烂醉
[00:28:23,319 -> 00:28:24,559] 我们一定会去照顾你
[00:28:24,559 -> 00:28:28,000] 就是让你到一个tipsy的状态就OK了
[00:28:28,000 -> 00:28:29,000] 我们酒吧就是这样
[00:28:29,000 -> 00:28:31,000] 这边酒吧就是我们一定会保护你
[00:28:31,000 -> 00:28:34,000] 一定不会让你喝到不省人事
[00:28:34,000 -> 00:28:36,000] 但是像我这种酒量特别小的
[00:28:36,000 -> 00:28:37,000] 我喝一杯就不省人事了怎么办
[00:28:37,000 -> 00:28:38,000] 那你就多喝点水
[00:28:38,000 -> 00:28:39,000] 喝到你醒
[00:28:39,000 -> 00:28:41,000] 或者我送你 帮你叫辆车
[00:28:42,000 -> 00:28:43,000] 对就是这样
[00:28:43,000 -> 00:28:45,400] 就是还是不安面不离其宗
[00:28:46,599 -> 00:28:48,799] 好的 那我们最后用一个稍稍
[00:28:49,799 -> 00:28:51,200] 快乐一点的东西来结尾吧
[00:28:51,200 -> 00:28:51,799] 快乐一点的东西
[00:28:51,799 -> 00:28:53,799] 你觉得有没有什么故事可以分享
[00:28:53,799 -> 00:28:55,200] 是快乐的
[00:28:55,200 -> 00:28:55,799] 快乐的
[00:28:56,400 -> 00:28:57,599] 你跟客人的互动也好
[00:28:57,599 -> 00:28:59,200] 反正就是可能你给一个
[00:28:59,200 -> 00:29:00,200] 你觉得你有一天晚上
[00:29:00,200 -> 00:29:01,799] 给一个客人带来了快乐
[00:29:02,200 -> 00:29:02,799] 那太多了
[00:29:03,400 -> 00:29:04,400] 太多了
[00:29:04,400 -> 00:29:06,119] 就是有一天你可能觉得很开心
[00:29:06,119 -> 00:29:07,319] 下了班以后很开心
[00:29:07,319 -> 00:29:08,160] 因为我今天
[00:29:08,400 -> 00:29:09,319] 哇好棒
[00:29:09,319 -> 00:29:11,880] 好像有一个我突然想到一个
[00:29:14,160 -> 00:29:15,240] 他好像是个作家
[00:29:15,400 -> 00:29:17,240] 他写那个
[00:29:17,240 -> 00:29:18,240] 敖同那种
[00:29:18,839 -> 00:29:21,559] 那种那种那种写作的作家书法社的
[00:29:22,160 -> 00:29:23,799] 但是他人呢又特别的奇怪
[00:29:24,599 -> 00:29:25,839] 口味比较奇怪
[00:29:26,599 -> 00:29:28,000] 然后他基本上
[00:29:28,559 -> 00:29:30,000] 因为我们酒吧里面有个叫马东梅
[00:29:30,000 -> 00:29:31,200] 那天你们也喝了
[00:29:31,960 -> 00:29:34,480] 然后他就很奇怪每天来
[00:29:34,839 -> 00:29:36,279] 那有一个星期他每天都来
[00:29:36,759 -> 00:29:38,440] 每天都得点一杯酒叫马东梅
[00:29:39,160 -> 00:29:39,720] 每天
[00:29:40,960 -> 00:29:42,119] 就在那边打字
[00:29:42,799 -> 00:29:43,359] 然后
[00:29:44,079 -> 00:29:46,000] 不跟任何人拒绝沟通
[00:29:46,000 -> 00:29:48,000] 意思就是你们不要理我
[00:29:48,000 -> 00:29:49,000] 我就要在工作
[00:29:49,000 -> 00:29:50,000] 我平时就要在这喝酒
[00:29:50,000 -> 00:29:52,000] 那我们也不会去理他
[00:29:52,000 -> 00:29:56,000] 他突然有一天就问我
[00:29:56,000 -> 00:29:59,000] 这个马东梅是为什么叫马东梅
[00:29:59,000 -> 00:30:01,000] 然后我就给他解释了一下
[00:30:01,000 -> 00:30:04,000] 然后他就觉得很有趣
[00:30:04,000 -> 00:30:06,440] 然后他就开始刁难我
[00:30:07,200 -> 00:30:08,240] 说他口味很重
[00:30:08,880 -> 00:30:09,380] 然后
[00:30:10,740 -> 00:30:12,039] 喜欢很多就是
[00:30:12,539 -> 00:30:14,200] 哈哈哈香菜呀
[00:30:15,099 -> 00:30:17,200] 各种什么芹菜呀大料啊
[00:30:17,200 -> 00:30:18,180] 对他就很大
[00:30:18,180 -> 00:30:19,880] 他就是大料的味道啊
[00:30:20,079 -> 00:30:21,799] 每天就是来让我给他做一杯
[00:30:22,140 -> 00:30:23,440] 不一样的啊
[00:30:24,299 -> 00:30:25,640] 然后我们俩就
[00:30:26,640 -> 00:30:29,920] 变成了一个从不说话到开始
[00:30:30,440 -> 00:30:31,920] 通过做酒去聊天
[00:30:32,200 -> 00:30:33,000] 然后了解
[00:30:33,960 -> 00:30:35,440] 然后我知道他是个作家
[00:30:35,599 -> 00:30:36,440] 然后我知道他
[00:30:37,119 -> 00:30:38,279] 后来是学医药的
[00:30:38,839 -> 00:30:40,559] 然后他有抑郁症
[00:30:41,559 -> 00:30:42,359] 然后
[00:30:46,400 -> 00:30:47,400] 这个故事怎么说呢
[00:30:47,400 -> 00:30:48,720] 这个故事就是一个
[00:30:51,079 -> 00:30:51,720] 也不知道
[00:30:52,880 -> 00:30:53,400] 后来呢
[00:30:53,400 -> 00:30:53,920] 后来
[00:30:55,240 -> 00:30:56,240] 后来也没什么故事
[00:30:56,240 -> 00:30:56,720] 就是
[00:30:57,039 -> 00:30:58,799] 但我不知道为什么突然想到这个事情
[00:30:58,799 -> 00:30:59,599] 他还来吗
[00:30:59,759 -> 00:31:00,319] 他来啊
[00:31:00,799 -> 00:31:01,400] 他就会
[00:31:01,680 -> 00:31:03,440] 他喝各种重口味的酒
[00:31:03,440 -> 00:31:04,359] 对 他会问我
[00:31:04,359 -> 00:31:05,000] 因为我现在很少在上海味的酒对他会问我
[00:31:05,000 -> 00:31:07,000] 因为我现在很少在上海店工作嘛
[00:31:07,000 -> 00:31:08,000] 然后他问我
[00:31:08,000 -> 00:31:09,000] 我说我不在
[00:31:09,000 -> 00:31:10,000] 他就很遗憾
[00:31:10,000 -> 00:31:12,000] 然后我真的其实我有时候就是
[00:31:12,000 -> 00:31:13,000] 觉得有点对不起他们吧
[00:31:13,000 -> 00:31:14,000] 然后对
[00:31:14,000 -> 00:31:15,000] 然后但是我给他
[00:31:15,000 -> 00:31:17,000] 最重要的是我给他推荐了苦艾酒
[00:31:17,000 -> 00:31:18,000] 推荐了
[00:31:18,000 -> 00:31:19,000] 苦艾酒
[00:31:19,000 -> 00:31:20,000] 我有次跟他喝酒
[00:31:20,000 -> 00:31:21,000] 对
[00:31:21,000 -> 00:31:22,000] 我说你喝一个这个
[00:31:22,000 -> 00:31:24,000] 然后我觉得很喜欢那个酒
[00:31:24,000 -> 00:31:25,119] 苦艾酒然后他发现哇
[00:31:25,119 -> 00:31:25,880] 他超爱这个味道
[00:31:25,880 -> 00:31:26,960] 因为大量味
[00:31:26,960 -> 00:31:27,960] 然后又很烈
[00:31:29,799 -> 00:31:30,720] 感觉是
[00:31:31,480 -> 00:31:32,960] 然后过年的时候他送了我一瓶
[00:31:33,519 -> 00:31:33,960] 对
[00:31:34,279 -> 00:31:35,599] 然后就是我觉得
[00:31:35,880 -> 00:31:37,000] 很平常的事情
[00:31:37,880 -> 00:31:38,880] 是挺平常的
[00:31:38,880 -> 00:31:40,920] 但是我觉得还是挺有代表性的
[00:31:40,920 -> 00:31:41,480] 就是他
[00:31:41,480 -> 00:31:41,799] 还好
[00:31:41,799 -> 00:31:44,519] 我觉得一定还有很多代表性的事情
[00:31:44,519 -> 00:31:48,500] 就任何的事情都是都没有義的,也都有意義的
[00:31:48,500 -> 00:31:50,000] 這個東西呢,我覺得
[00:31:50,000 -> 00:31:52,500] 首先它是一個ongoing的故事
[00:31:52,500 -> 00:31:55,000] 它仍然是你們的客人
[00:31:55,000 -> 00:31:58,000] 然後他這個人也是一個正在
[00:31:58,000 -> 00:31:59,000] 他原來是趕上來測網的
[00:32:00,000 -> 00:32:03,000] 但是你們的網也很貴啊,如果這樣測的話
[00:32:03,000 -> 00:32:04,500] 那肯定比咖啡店貴
[00:32:04,500 -> 00:32:06,960] 對但是你们的网友很贵啊如果这样子的话那肯定比咖啡店贵对这感觉他是
[00:32:06,960 -> 00:32:09,960] 就是你参与到了这个人的一些
[00:32:09,960 -> 00:32:12,160] 我觉得就是从他
[00:32:12,599 -> 00:32:15,000] 不跟你聊天到跟你聊天
[00:32:15,440 -> 00:32:16,559] 到他对这些
[00:32:16,559 -> 00:32:18,000] 你慢慢了解到一个
[00:32:18,000 -> 00:32:19,799] 不跟你聊天的这样一个人
[00:32:19,799 -> 00:32:22,759] 就是你感觉到你参与到了他的人生
[00:32:22,759 -> 00:32:25,140] 他的人生背后可能有很多这样的故事
[00:32:25,140 -> 00:32:26,839] 你也不去了解
[00:32:26,839 -> 00:32:28,240] 你只了解了这一部分
[00:32:28,240 -> 00:32:29,640] 但是你觉得她就是一个
[00:32:29,640 -> 00:32:30,700] 后来我们了解了很多
[00:32:30,700 -> 00:32:32,440] 后来我知道她还组完电子乐队
[00:32:33,299 -> 00:32:35,200] 然后她的乐队还有巡演
[00:32:35,200 -> 00:32:37,339] 然后她老公也喜欢喝马东梅
[00:32:37,599 -> 00:32:39,839] 她老公是老外是跟她一起组乐队的人
[00:32:40,200 -> 00:32:41,099] 她是个女生
[00:32:41,099 -> 00:32:41,900] 她是个女生
[00:32:42,500 -> 00:32:43,440] 然后对
[00:32:44,500 -> 00:32:45,799] 然后就是怎么说呢
[00:32:45,799 -> 00:32:48,400] 我觉得最重要的那个点可能就是因为她
[00:32:48,400 -> 00:32:50,400] 从不说话到我们说了第一句话
[00:32:51,000 -> 00:32:52,400] 到了解的那个过程
[00:32:52,799 -> 00:32:55,400] 就是可能酒吧最重要的就是让你有个不计输改
[00:32:56,000 -> 00:32:57,599] 你开始信任别人
[00:32:58,799 -> 00:33:01,200] 我觉得这可能是我突然想到这个事情
[00:33:01,799 -> 00:33:02,200] 挺好的
[00:33:02,200 -> 00:33:03,599] 它不是很代表性的一个事情
[00:33:03,599 -> 00:33:07,000] 但是就是很常见的一个在我们酒吧的事情
[00:33:07,000 -> 00:33:10,000] 因为很多人很设口
[00:33:12,000 -> 00:33:12,500] 你懂吗
[00:33:12,500 -> 00:33:15,000] 就是他很难卸下防备
[00:33:15,000 -> 00:33:18,000] 就是对每一个人我觉得其实都很独特
[00:33:18,000 -> 00:33:20,000] 和背后有很多东西
[00:33:20,000 -> 00:33:22,000] 但是其实很少有场合大家是open up
[00:33:22,000 -> 00:33:27,000] 然后去展现自己的对所以还是潮流是还是很重要的
[00:33:27,000 -> 00:33:30,160] 你得去做这样的事情
[00:33:30,160 -> 00:33:33,319] 你不能说指望人家来就是跟你说真心话对吧
[00:33:33,319 -> 00:33:34,480] 你还是要真诚的对别人
[00:33:34,480 -> 00:33:36,440] 别人才会真的对你
[00:33:36,440 -> 00:33:39,200] 但是你这样可能不是说我真诚对你
[00:33:39,200 -> 00:33:40,559] 你一定会真诚对我
[00:33:40,559 -> 00:33:41,400] 我不奢望这个
[00:33:41,400 -> 00:33:46,000] 我只是觉得我既然我首先我要表明我的态度是什么
[00:33:46,000 -> 00:33:48,000] 我很欢迎你来到这里做客
[00:33:48,000 -> 00:33:50,000] 我希望给你最好的
[00:33:50,000 -> 00:33:54,000] 能让你得到最好的一个夜晚
[00:33:54,000 -> 00:33:55,000] 对不对
[00:33:55,000 -> 00:33:56,000] 好的
[00:33:56,000 -> 00:33:57,000] 谢谢你哦
[00:33:57,000 -> 00:33:59,000] Cheers
[00:34:01,000 -> 00:34:02,000] 好的
[00:34:02,000 -> 00:34:03,000] Cheers
[00:34:03,000 -> 00:34:04,000] 辛苦了
[00:34:04,000 -> 00:34:06,000] 还有杯子啊我整个酒吧都喝了手杯好的cheers辛苦了
[00:34:06,000 -> 00:34:08,000] 手杯
[00:34:08,000 -> 00:34:10,000] 好的
[00:34:10,000 -> 00:34:12,000] 这个是Leo在深圳的
[00:34:12,000 -> 00:34:14,000] 最后一个晚上
[00:34:14,000 -> 00:34:16,000] 这次来到
[00:34:16,000 -> 00:34:18,000] 最后一个给大家调酒的夜晚
[00:34:18,000 -> 00:34:20,000] 谢谢Leo
[00:34:20,000 -> 00:34:22,000] 很开心
[00:34:22,000 -> 00:34:24,000] 大家下次再见
