[00:00:00,000 -> 00:00:02,200] 利昂要退休了,退休两年
[00:00:02,200 -> 00:00:03,919] 是,为什么退休两年呢?
[00:00:03,919 -> 00:00:05,480] 收支加息本身是错的呢
[00:31:01,019 -> 00:31:01,940] 對
[00:31:01,940 -> 00:31:05,839] 就像你說的你的未婚妻認為呢帶著孩子們去爬山
[00:31:05,839 -> 00:31:09,339] 在爬山的過程中建立孩子的身體更好
[00:31:09,339 -> 00:31:11,660] 讓孩子有更多的抵抗挫折的能力
[00:31:11,660 -> 00:31:12,500] 其實呢
[00:31:12,500 -> 00:31:16,380] 往往我們讀的凱文凱利寫的一句話
[00:31:16,380 -> 00:31:17,660] 他就說最好的教育
[00:31:17,660 -> 00:31:19,200] 什麼是最好的教育
[00:31:19,200 -> 00:31:19,440] 他說
[00:31:19,440 -> 00:31:23,279] The best education is to spend half the money you think you should
[00:31:23,279 -> 00:31:27,599] 就是最好的教育就是你只花你认为该花的钱的一半的钱
[00:31:27,599 -> 00:31:30,200] but double the time, 花两倍的时间
[00:31:30,200 -> 00:31:32,799] 你本来想带孩子从上幼儿园
[00:31:32,799 -> 00:31:36,000] 私立到大学私立要花80万100万
[00:31:36,000 -> 00:31:38,099] 其实你花40万也就可以
[00:31:38,099 -> 00:31:39,400] 你本来想花50万
[00:31:39,400 -> 00:31:41,000] 其实花20万就可以
[00:31:41,000 -> 00:31:41,599] 但是呢
[00:31:41,599 -> 00:31:43,200] double the time特别重要
[00:31:43,200 -> 00:31:46,500] 花双份的时间是对孩子来说最好的教育
[00:31:46,500 -> 00:31:48,000] 因为花双份的时间
[00:31:48,000 -> 00:31:52,099] 其实对于家长来说也更容易去影响孩子
[00:31:52,099 -> 00:31:55,400] 咱们其实在又是咱们聊的一期视频里面
[00:31:55,400 -> 00:31:58,000] 聊到了怎么样去influence without authority
[00:31:58,000 -> 00:32:00,000] 其实对于孩子来说也是
[00:32:00,000 -> 00:32:04,299] 怎么样去不用权威的命令就可以影响孩子
[00:32:04,299 -> 00:32:06,759] 有一个诀窍就是跟孩子多花时间
[00:32:06,759 -> 00:32:08,079] 你只要多花了时间
[00:32:08,079 -> 00:32:10,119] 不管爬山滑雪这都特别好
[00:32:10,119 -> 00:32:12,079] 哪怕就在家里面一起读书
[00:32:12,079 -> 00:32:13,279] 一起去做饭
[00:32:13,279 -> 00:32:14,759] 你花的时间越多
[00:32:14,759 -> 00:32:17,720] 会发现孩子越容易去听你的建议
[00:32:17,720 -> 00:32:20,160] 你的建议并不是因为你把逻辑上
[00:32:20,160 -> 00:32:21,400] 123原因
[00:32:21,400 -> 00:32:23,119] 因为你长大以后都是为你好
[00:32:23,119 -> 00:32:24,680] 123说出来他就听
[00:32:24,680 -> 00:32:26,000] 而是因为他信任你
[00:32:26,000 -> 00:32:29,000] 而是因為他能夠被你影響 多花時間
[00:32:29,000 -> 00:32:31,000] 這是一個特別好的投資
[00:32:31,000 -> 00:32:33,000] 嗯 好的好的
[00:32:33,000 -> 00:32:36,000] 我覺得我們其實把剛剛幾個點都聊到了
[00:32:36,000 -> 00:32:42,000] 就是我們把這個職業 財富 教育 旅行 人生意義
[00:32:42,000 -> 00:32:44,000] 差不多都聊了
[00:32:44,000 -> 00:32:47,000] 我覺得我再稍稍有兩個東西想來
