[00:00:00,000 -> 00:00:01,560] 其实我是一个观点没有那么强的人
[00:28:39,180 -> 00:28:41,420] 但是Web3的云服务商有点那种
[00:28:41,420 -> 00:28:45,000] 有点革命不彻底等於徹底不革命的感覺
[00:28:45,000 -> 00:28:47,319] 對到最後
[00:28:47,319 -> 00:28:50,279] 我之前分析FT的一篇文章引用了一個例子
[00:28:50,279 -> 00:28:54,480] 就是到最後就是那個作者的觀點
[00:28:54,480 -> 00:28:58,599] 就是web3可能最後反而會向web2去merge
[00:28:58,599 -> 00:28:59,759] 對是有可能的
[00:28:59,759 -> 00:29:04,160] 我們說了web3這麼多
[00:29:04,160 -> 00:29:06,440] 你覺得怎麼說呢�换概念的点啊
[00:29:06,440 -> 00:29:08,160] 或者说它的技术的局限啊
[00:29:08,160 -> 00:29:10,279] 或者说它没有创造价值的地方
[00:29:10,279 -> 00:29:11,920] 但是你在这里边创业
[00:29:11,920 -> 00:29:13,359] 你并没有放弃这件事情
[00:29:13,359 -> 00:29:15,200] 反而是感觉在double down对吧
[00:29:15,200 -> 00:29:17,119] 就是你已经做了两个startup了
[00:29:17,119 -> 00:29:20,319] 而且你每天什么4点到10点要起来写代码
[00:29:20,319 -> 00:29:21,400] 还挺辛苦的
[00:29:21,400 -> 00:29:24,279] 那你为什么没有直接放弃这个赛道
[00:29:24,279 -> 00:29:25,000] 而是选择�擇繼續待在這裡面
[00:29:25,000 -> 00:29:28,000] 對可能這跟我個人的一個belief有關
[00:29:28,000 -> 00:29:31,000] 就我認為要解決數據壟斷的問題
[00:29:31,000 -> 00:29:35,000] web3或者blockchain它不一定是唯一的辦法
[00:29:35,000 -> 00:29:37,000] 它可能是so far看起來最promising
[00:29:37,000 -> 00:29:39,000] 或者最有希望的一個技術
[00:29:39,000 -> 00:29:43,000] 所以我其實看好的是web3的數據
[00:29:43,000 -> 00:29:46,000] specific這個賽道我是比較看好的是Web3的數據Specific這個賽道
[00:29:46,000 -> 00:29:48,000] 我是比較看好的
[00:29:48,000 -> 00:29:51,000] 再回到這個問題之前我想先問
[00:29:51,000 -> 00:29:52,000] 代表一個問題
[00:29:52,000 -> 00:29:54,000] 就是你猜一猜這個以太
[00:29:54,000 -> 00:29:57,000] 這個最大的Smart Contract Blockchain的應用
[00:29:57,000 -> 00:29:59,000] 它從最開始2015年到現在
[00:29:59,000 -> 00:30:02,000] 這個交易的總的數據量是多少
[00:30:02,000 -> 00:30:04,000] 交易的總的數據量啊
[00:30:04,000 -> 00:30:06,000] 這個東西讓我想想
[00:30:06,000 -> 00:30:08,000] 怎麼去想這件事情
[00:30:08,000 -> 00:30:10,000] 第一呢 它的這個數據量
[00:30:10,000 -> 00:30:12,000] 它應該
[00:30:12,000 -> 00:30:14,000] 它的交易應該是比較貴的
[00:30:14,000 -> 00:30:16,000] 對吧 它是幾百個服務器去維護的
[00:30:16,000 -> 00:30:18,000] 它交易比較貴
[00:30:18,000 -> 00:30:20,000] 但是它有很多
[00:30:20,000 -> 00:30:22,000] 就是single copy
[00:30:22,000 -> 00:30:24,000] 那然後
[00:30:24,000 -> 00:30:25,500] 有沒有一個什麼
[00:30:25,500 -> 00:30:28,500] 就是比如說Facebook一天產生多少條
[00:30:28,500 -> 00:30:29,500] 對 這個很重要
[00:30:29,500 -> 00:30:30,000] 不知道
[00:30:30,000 -> 00:30:32,000] Facebook對我可以
[00:30:32,000 -> 00:30:33,000] 就as a reference
[00:30:33,000 -> 00:30:36,500] Facebook一天大概有幾百個表
[00:30:36,500 -> 00:30:40,500] 然後每個表大概是兩個TB這樣的數量級
[00:30:40,500 -> 00:30:44,500] 哦 所以就是一P到兩P這樣的數量級
[00:30:44,500 -> 00:30:47,039] 當然他們有些數據是overlap重复的
[00:30:47,039 -> 00:30:48,000] 但大概是这个
[00:30:48,000 -> 00:30:48,960] 这是一天的
[00:30:48,960 -> 00:30:49,759] 这是一天的
[00:30:49,759 -> 00:30:52,160] 嗯那我觉得
[00:30:52,440 -> 00:30:55,079] 呃从现在开始七年是吧
[00:30:55,079 -> 00:30:57,200] 应该相当于Facebook
[00:30:57,440 -> 00:30:59,680] 得有半年到一年的数据量
[00:30:59,960 -> 00:31:00,880] 半年到一年是吧
[00:31:00,880 -> 00:31:01,640] 一百批
[00:31:01,640 -> 00:31:05,299] 就是一百批到一千批这个数量级对这个呃可能会surprise你嗯他的答案是1.2个T就是100P到1000P這個數據OMG
[00:31:05,299 -> 00:31:08,099] 對這個可能會surprise你
[00:31:08,099 -> 00:31:09,900] 它的答案是1.2T
[00:31:09,900 -> 00:31:10,700] 哦
[00:31:10,700 -> 00:31:14,599] 這就是回到了它的交易很貴的這件事情上
[00:31:14,599 -> 00:31:15,599] 而且它非常的少
[00:31:15,599 -> 00:31:16,599] 產生數據很貴
[00:31:16,599 -> 00:31:19,400] 就Facebook產生一個數據可能是沒白了
[00:31:19,400 -> 00:31:21,200] 所以你可以這樣想
[00:31:21,200 -> 00:31:21,700] 這麼貴
[00:31:21,700 -> 00:31:24,099] 老師傅Web2是數據的老師傅
[00:31:24,099 -> 00:31:27,579] 它一天處理的那個數據量可能是你呢
[00:31:27,579 -> 00:31:30,700] 是吧 去年的數據量還要多很多倍
[00:31:30,700 -> 00:31:32,220] 多幾百倍
[00:31:32,220 -> 00:31:33,339] 對 所以說
[00:31:33,339 -> 00:31:37,539] 我今天這個視頻就已經三四十個G了
[00:31:37,539 -> 00:31:38,460] 所以你一個是吧
[00:31:38,460 -> 00:31:40,299] 1.2個T你隨便找塊硬盤
[00:31:40,299 -> 00:31:41,059] 它有兩個T
[00:31:41,059 -> 00:31:44,099] 然後你就可以去Sync所有的那個數據
[00:31:44,099 -> 00:31:47,700] 哇對 當然Facebook還有很多Meta data
[00:31:47,700 -> 00:31:49,000] 或者用戶使用的Data
[00:31:49,000 -> 00:31:51,599] 這部分在區塊鏈它沒有上鏈
[00:31:51,599 -> 00:31:53,000] 這個概念我們上次也提到了
[00:31:53,000 -> 00:31:55,000] 因為上鏈有成本嘛
[00:31:55,000 -> 00:31:57,299] 但是大概這個我第一次知道這個數據量的時候
[00:31:57,299 -> 00:31:59,000] 我自己反正吃了一個很大的一劑
[00:31:59,000 -> 00:32:00,599] 這是我一開始想說的
[00:32:00,599 -> 00:32:03,000] 就是我被那自己的reference帶跑了
[00:32:03,000 -> 00:32:04,500] 但是這個道理也是
[00:32:04,500 -> 00:32:07,720] 這馬後炮之後�亮也是有道理的
[00:32:07,720 -> 00:32:10,480] 就是因为他改变数据要guess fee
[00:32:10,480 -> 00:32:12,039] 太贵了
[00:32:12,039 -> 00:32:13,680] 就是你也提到过吗
[00:32:13,680 -> 00:32:15,200] 就是在以太比较贵的时候
[00:32:15,200 -> 00:32:17,279] 100刀改变一次数据
[00:32:17,279 -> 00:32:18,519] 那当然是对
[00:32:18,519 -> 00:32:21,920] 但是你就是这样来看的话
[00:32:21,920 -> 00:32:24,799] 这1.27它背后代表的钱是很多的
[00:32:25,460 -> 00:32:25,700] 对吧对的对的的錢是很多的對吧
[00:32:25,700 -> 00:32:26,220] 對的對的
[00:32:26,220 -> 00:32:27,180] 對那個是很多的
[00:32:27,180 -> 00:32:30,259] 對它每一條數據的那個很值錢
[00:32:30,259 -> 00:32:31,940] 但是它的數據量是不大的
[00:32:31,940 -> 00:32:33,380] 你應該我們應該這麼說
[00:32:33,380 -> 00:32:33,900] 好的
[00:32:33,900 -> 00:32:38,339] 那為什麼這個對你看好web3有這個幫助呢
[00:32:38,779 -> 00:32:38,980] 對
[00:32:38,980 -> 00:32:45,099] 我覺得我們可以把它的一個演進的一個階段拿來做一個簡單的一個概括
[00:32:45,099 -> 00:32:47,299] 就是首先你的data要available
[00:32:47,299 -> 00:32:50,799] 然後你的data有一個data engineering pipeline
[00:32:50,799 -> 00:32:52,599] 一個我們叫他ETL pipeline
[00:32:52,599 -> 00:32:55,299] 去extract這個data或者transform這個data
[00:32:55,299 -> 00:32:56,700] 然後拿來讓人就是可用
[00:32:56,700 -> 00:33:00,500] 然後會有我們的一些data analytics
[00:33:00,500 -> 00:33:02,299] 的一些這種aggregate
[00:33:02,299 -> 00:33:04,700] 這些data或者什麼的一些應用
[00:33:04,700 -> 00:33:07,400] 它是作為business Intelligence這樣的一些應用
[00:33:07,400 -> 00:33:10,119] 然後我們才會有就是到了Data Science
[00:33:10,119 -> 00:33:12,480] AI Machine Learning這樣的應用
[00:33:12,480 -> 00:33:14,079] 我和你稍稍有一點不一樣
[00:33:14,079 -> 00:33:16,279] 就是Data Engineering在我看來不是
[00:33:16,279 -> 00:33:18,640] 先到Analytics然後再到ML
[00:33:18,640 -> 00:33:21,400] 我是說到Analytics或到ML
[00:33:21,400 -> 00:33:23,559] 對可以可以可以
[00:33:23,559 -> 00:33:25,000] 我們Agree to disagree對但是這個不重要這不重要或者ML對 可以可以我們同意和不同意
[00:33:25,000 -> 00:33:27,000] 但是這個不重要
[00:33:27,000 -> 00:33:28,000] 重要的是說
[00:33:28,000 -> 00:33:30,000] Web2已經走到了最高的階段
[00:33:30,000 -> 00:33:33,000] Data Analytics或者是Data Science ML
[00:33:33,000 -> 00:33:37,000] 但是Web3其實還在第一個階段
[00:33:37,000 -> 00:33:39,000] 就最多到了第二個階段
[00:33:39,000 -> 00:33:40,000] 第一個階段
[00:33:40,000 -> 00:33:41,000] 因為現在有很多Startup
[00:33:41,000 -> 00:33:43,000] 他們在做Data Availability的一個Layer
[00:33:43,000 -> 00:33:45,420] 這個Ler是什麼呢
[00:33:45,420 -> 00:33:47,220] 這裡可以簡單的講一個概念
[00:33:47,220 -> 00:33:50,019] 就是我們去下載一個app
[00:33:50,019 -> 00:33:52,220] 我們下載前端這個大家都知道
[00:33:52,220 -> 00:33:53,819] 因為後端全部在那個
[00:33:53,819 -> 00:33:56,500] 比如說uber或者facebook的雲端
[00:33:56,500 -> 00:34:00,220] 但是我們未來如果這個data availability的
[00:34:00,220 -> 00:34:02,059] blockchain的東西做好了以後
[00:34:02,059 -> 00:34:04,619] 我們可以就是下載這個app的時候
[00:34:04,619 -> 00:34:05,599] 如果是一個純粹的website以後我們可以就是下載這個APP的時候
[00:34:05,599 -> 00:34:07,599] 如果是個純粹的web專案的APP
[00:34:07,599 -> 00:34:10,199] 我可以同步一份數據庫在自己的手機上
[00:34:10,199 -> 00:34:11,199] OK
[00:34:11,199 -> 00:34:12,199] 相當於你的手機
[00:34:12,199 -> 00:34:14,599] 你的那個數據就從雲端搬到你的本地
[00:34:14,599 -> 00:34:17,000] 而且它如果這個Data Availability做好了
[00:34:17,000 -> 00:34:19,199] 它可以很快的去實現那個Sync
[00:34:19,199 -> 00:34:21,800] 而不是去Sync一個1.2個T的這樣的一個數據
[00:34:21,800 -> 00:34:22,300] 明白
[00:34:22,300 -> 00:34:23,199] 因為這是不現實的
[00:34:23,199 -> 00:34:26,699] 你不可能下載1.2個T的APP在你手机上对没有啊
[00:34:26,699 -> 00:34:28,699] 我在想人神多大
[00:34:28,699 -> 00:34:35,900] 对所以我就认为我们一个web2的一个小伙伴
[00:34:35,900 -> 00:34:39,900] 他在进入web3他的优势就是在这一点
[00:34:39,900 -> 00:34:41,900] 他是一个老师傅
[00:34:41,900 -> 00:34:46,840] 对就是他的在处理数据的技能上已经降维打击
[00:34:46,840 -> 00:34:47,679] 也不是降维打击
[00:34:47,679 -> 00:34:50,440] 其实来web3的人都可能都是从web2来的
[00:34:50,440 -> 00:34:51,719] 对 现在人也多了其实
[00:34:51,719 -> 00:34:54,980] 对 但是起码有很多现成的东西都可以把它做得很好
[00:34:54,980 -> 00:34:56,940] 都看到了这个东西未来发展的方向
[00:34:56,940 -> 00:34:59,139] 或者说有了处理更
[00:34:59,139 -> 00:35:01,539] 就是有一个屠龙刀在手里边
[00:35:01,539 -> 00:35:02,780] 现在虽然是一只鸡
[00:35:02,780 -> 00:35:05,639] 就是我们为了让它能产生更大的价值或者更多的价值
[00:35:05,639 -> 00:35:08,320] 我们是可以leverage一些web2的一些经验的
[00:35:08,320 -> 00:35:09,119] 好的
[00:35:09,119 -> 00:35:11,360] 我觉得这个就是一个很好的总结
[00:35:11,360 -> 00:35:12,800] 就是我们从一开始的
[00:35:12,800 -> 00:35:14,400] 这个各种各样的
[00:35:14,400 -> 00:35:16,159] 就是从价值出发是吧
[00:35:16,159 -> 00:35:18,400] 然后是它各种各样概念的偷换
[00:35:18,400 -> 00:35:22,800] 然后到了一个web123的这个区别是什么
[00:35:22,800 -> 00:35:24,719] 然后再展开了用一个例子
[00:35:24,719 -> 00:35:25,519] 去讲解了这个2和3的具体的区别是什么然后再展开了用一个例子去讲解了
[00:35:25,519 -> 00:35:28,079] 这个22和3的具体的区别
[00:35:28,119 -> 00:35:30,559] 但是而且这里边我没有展开了去讲了
[00:35:30,559 -> 00:35:32,320] 它的这里边web2和web3
[00:35:32,320 -> 00:35:33,840] 到底是怎么样子交织的
[00:35:33,880 -> 00:35:36,320] 最后我们还回到了这个web3
[00:35:36,320 -> 00:35:37,480] 你看好的方向
[00:35:37,519 -> 00:35:40,000] 我觉得这是一个挺完整的总结了
[00:35:40,000 -> 00:35:41,119] 最后我想帮大家
[00:35:41,119 -> 00:35:44,159] 有一个预感就是可能会被web3的小伙伴喷死
[00:35:44,599 -> 00:35:45,159] 喷吧
[00:35:46,800 -> 00:35:48,559] 很多时候这个东西是有
[00:35:49,480 -> 00:35:51,360] 就是我觉得喷是
[00:35:51,360 -> 00:35:54,119] 就是就是我们要不直接讲一下
[00:35:54,119 -> 00:35:55,159] 你说吧
[00:35:55,159 -> 00:35:58,159] 对我觉得喷是这样子的
[00:35:58,159 -> 00:36:01,960] 就是如果就是我一直秉持的观念
[00:36:01,960 -> 00:36:03,880] 就是strong opinions weakly held
[00:36:03,880 -> 00:36:05,559] 我相信你是一个open minded的人
[00:36:05,559 -> 00:36:05,800] 对吧
[00:36:05,800 -> 00:36:07,440] 你是希望大家来改变你的观点的
[00:36:07,440 -> 00:36:10,119] 你说这些东西是为了让大家说服你
[00:36:10,119 -> 00:36:11,039] 不然我得陪你去撸这些代码了
[00:36:11,039 -> 00:36:11,440] 对啊
[00:36:11,440 -> 00:36:11,679] 对啊
[00:36:11,679 -> 00:36:13,000] 是为了让大家说服你
[00:36:13,000 -> 00:36:15,159] 那如果说大家只是喷你的话
[00:36:15,159 -> 00:36:17,000] 这些人喷我觉得本来也没什么意思
[00:36:17,000 -> 00:36:19,400] 就是他只是他喷不到点子上
[00:36:19,400 -> 00:36:21,440] 如果有一个人能真的告诉你你错在哪了
[00:36:21,440 -> 00:36:22,599] 你其实非常开心的
[00:36:22,880 -> 00:36:23,239] 对的
[00:36:23,239 -> 00:36:25,800] 实际上比如说一个很經典的例子
[00:36:25,800 -> 00:36:27,079] 就是我們很多人認為
[00:36:27,079 -> 00:36:29,360] web2的廣告模式走不通到web3
[00:36:29,360 -> 00:36:31,280] 但事實上我們的網站拿來
[00:36:31,280 -> 00:36:32,280] 就有人來打廣告
[00:36:32,280 -> 00:36:36,280] 雖然只收入了可能70塊美金
[00:36:36,280 -> 00:36:37,239] 但是那也是錢
[00:36:37,239 -> 00:36:39,039] 說明這個閉環走通了
[00:36:39,039 -> 00:36:40,679] 對好的
[00:36:40,679 -> 00:36:42,639] 那我們來一個這個bonus question
[00:36:42,639 -> 00:36:47,500] 就是上次提到的 我其實挺想了解的
[00:36:47,500 -> 00:36:51,000] 就是9月份這個以太坊2.0的merge
[00:36:51,000 -> 00:36:54,000] 可不可以跟我們講一下這個到底是什麼東西
[00:36:54,000 -> 00:36:58,000] 對 我覺得我們可能只需要講它最重要的一個點就行了
[00:36:58,000 -> 00:37:02,000] 它就是把它從proof of work變成了proof of stake
[00:37:02,000 -> 00:37:06,500] proof of work就是包括比特幣和以太坊
[00:37:06,500 -> 00:37:09,000] 最開始1.0他們都是的一個機制就是
[00:37:09,000 -> 00:37:12,500] 礦機去通過計算一個很複雜的一個Hash
[00:37:12,500 -> 00:37:15,000] 然後去獲得這個Gas reward
[00:37:15,000 -> 00:37:17,500] 那個部分那個Block產生的Gas就歸那個
[00:37:17,500 -> 00:37:19,500] 誰先第一個算出來就歸那個Miner
[00:37:19,500 -> 00:37:22,000] 然後證據的損失就是說
[00:37:22,000 -> 00:37:24,500] 其實它的implication就是它變得更
[00:37:24,500 -> 00:37:26,280] Censorship prone
[00:37:26,280 -> 00:37:28,440] 更容易被Censor
[00:37:28,440 -> 00:37:30,360] 對 就是說在Proof of Work的時候
[00:37:30,360 -> 00:37:34,400] 如果美國政府想要Sanction一個人
[00:37:34,400 -> 00:37:37,119] 他可能只有那個App
[00:37:37,119 -> 00:37:39,960] 他去不跟這個地址打交道
[00:37:39,960 -> 00:37:41,079] 但是在Proof of Stake
[00:37:41,079 -> 00:37:43,079] 我認為如果美國政府要去Sanction一個人
[00:37:43,079 -> 00:37:45,360] 他可以做到讓他無法上鏈
[00:37:45,360 -> 00:37:47,320] 讓那個人的交易無法上鏈
[00:37:47,320 -> 00:37:48,239] 這是怎麼做到的呢
[00:37:48,239 -> 00:37:50,960] 就是有一個現在目前
[00:37:50,960 -> 00:37:52,639] 就是我們可以先簡單講一個
[00:37:52,639 -> 00:37:54,320] 叫做Main Pool的一個東西
[00:37:54,320 -> 00:37:56,760] 它是一個你可以理解為上了鏈
[00:37:56,760 -> 00:37:58,599] 它就成為了T0
[00:37:58,599 -> 00:37:59,599] 然後有一個Main Pool
[00:37:59,599 -> 00:38:01,559] 它是T-1 T-1
[00:38:01,559 -> 00:38:03,239] 這個東西還沒有上鏈
[00:38:03,239 -> 00:38:04,679] 它會在一個緩存池裡面
[00:38:04,679 -> 00:38:05,119] 對然後這個緩存池它的區別是它沒有共鏈它會在一個緩存池裡面
[00:38:05,119 -> 00:38:08,280] 然後這個緩存池它的區別是它沒有共識
[00:38:08,280 -> 00:38:11,380] 每個Node它的緩存池有可能有些微的區別
[00:38:11,380 -> 00:38:11,820] 然後呢
[00:38:11,820 -> 00:38:15,079] 結果現在那個有一個叫做FlashBots的東西
[00:38:15,079 -> 00:38:17,239] 它是最大的一個
[00:38:17,239 -> 00:38:20,119] 我們叫它MEV的Boost Relay
[00:38:20,119 -> 00:38:23,619] 你可以理解為它是一個緩存池的這麼一個protocol
[00:38:23,619 -> 00:38:29,000] 然後它是一個off-chain的一個block building的一個marketplace
[00:38:29,000 -> 00:38:34,000] 它去負責當這個validator的這麼一個聚合者
[00:38:34,000 -> 00:38:36,000] 然後我拿了這個guess rewards
[00:38:36,000 -> 00:38:40,000] 然後我再分給那些individual的validator
[00:38:40,000 -> 00:38:41,000] 所以你可以去看
[00:38:41,000 -> 00:38:42,000] 你可以去看那個以太
[00:38:42,000 -> 00:38:44,000] 它其實最近很多那些guess rewards
[00:38:44,000 -> 00:38:46,579] 都go to一個叫flashboard的一個地址
[00:38:46,579 -> 00:38:48,820] 就flashboard最近跳出來說
[00:38:48,820 -> 00:38:51,780] 我公開的就是我支持美國政府
[00:38:51,780 -> 00:38:54,699] 對tornado cash的這個sanction
[00:38:54,699 -> 00:38:55,539] 明白
[00:38:55,539 -> 00:38:57,579] 所以就是美國政府就呵呵呵
[00:38:57,579 -> 00:38:59,340] Until then你大爺還是你大爺
[00:38:59,340 -> 00:39:00,579] 明白了
[00:39:00,579 -> 00:39:03,260] 就是你想上鏈
[00:39:03,260 -> 00:39:05,159] 你要先經過黑帮老大
[00:39:05,159 -> 00:39:06,840] 然后黑帮老大现在被招安了
[00:39:06,840 -> 00:39:08,320] 对有这个意思
[00:39:08,320 -> 00:39:10,519] 如果他假设他占了90%的
[00:39:10,519 -> 00:39:11,320] 是吧
[00:39:11,320 -> 00:39:14,480] MainPool的这样一个份额
[00:39:14,480 -> 00:39:16,000] 或者MEV的这个份额
[00:39:16,000 -> 00:39:16,880] 那不就是吧
[00:39:16,880 -> 00:39:18,440] Decentralized完全没有意义了
[00:39:18,440 -> 00:39:20,559] 嗯嗯嗯嗯
[00:39:20,559 -> 00:39:22,320] 还11克怎么说呢
[00:39:22,320 -> 00:39:23,800] 嗯水很深
[00:39:24,239 -> 00:39:28,320] 对而且就会让我对整个web3的未来的走向
[00:39:28,320 -> 00:39:30,639] 会产生一个问号的一个东西
[00:39:30,800 -> 00:39:32,679] 对对好呀
[00:39:32,679 -> 00:39:34,880] 那还有没有什么其他的不一样
[00:39:34,880 -> 00:39:36,559] 其他的有一些
[00:39:36,559 -> 00:39:39,239] 比如说它从它多了一个layer2
[00:39:39,239 -> 00:39:43,360] 它把整个node变成了一个execution layer和consensus layer
[00:39:43,719 -> 00:39:46,400] 我觉得科普的文章也很多
[00:39:46,400 -> 00:39:50,079] 大家可以去有兴趣的同学可以去看一下
[00:39:50,079 -> 00:39:52,360] 行 有点重要 但是就不展开了
[00:39:52,360 -> 00:39:53,719] 有点重要 我觉得不用展开了
[00:39:53,719 -> 00:39:55,519] 好的 那就要谢谢Cooper
[00:39:55,519 -> 00:39:57,679] 我觉得我们今天把这个技术聊的很清楚
[00:39:57,679 -> 00:39:58,840] 解答了很多困惑
[00:39:58,840 -> 00:40:00,840] 以后我在Pen Web3或者说
[00:40:00,840 -> 00:40:03,079] 怎么说呢
[00:40:03,079 -> 00:40:05,679] 就是我觉得我能更有信心的去了解
[00:40:05,679 -> 00:40:06,679] 有地方喷
[00:40:06,679 -> 00:40:07,559] 有地方喷
[00:40:07,559 -> 00:40:07,960] 对
[00:40:07,960 -> 00:40:08,920] 这不是为了喷
[00:40:08,920 -> 00:40:10,480] 就是就是忍不住
[00:40:10,480 -> 00:40:13,599] 就是很多时候你明明觉得这里边是有问题的
[00:40:13,599 -> 00:40:15,360] 你直觉上告诉你可能会有问题
[00:40:15,360 -> 00:40:16,880] 但是你不敢说
[00:40:16,880 -> 00:40:18,320] 你需要一些武器去对对对
[00:40:18,320 -> 00:40:20,960] 对就是就是就是会会会不敢说
[00:40:20,960 -> 00:40:22,360] 而且他们说你那些话
[00:40:22,360 -> 00:40:23,400] 你觉得站不住脚
[00:40:23,400 -> 00:40:24,840] 但是你又不敢说话
[00:40:24,840 -> 00:40:27,599] 对对对我觉得是的 我觉得也是一个
[00:40:27,599 -> 00:40:30,800] 自己在一年多的一些体会可以分享给大家
[00:40:30,800 -> 00:40:33,239] 希望可以激发大家更多的兴趣
[00:40:33,239 -> 00:40:37,960] 然后也就是让可能可以激励更多的web2小伙伴
[00:40:37,960 -> 00:40:39,960] 走啊 去抢钱啊 去web3抢钱啊
[00:40:39,960 -> 00:40:43,360] 哈哈哈 我觉得你在这里面可能也没有抢到什么钱
[00:40:43,360 -> 00:40:44,480] 没有
[00:40:44,480 -> 00:40:46,300] 但是就是怎麼說呢
[00:40:46,300 -> 00:40:50,800] 就是因為你在這裡面一直不停的去做這件事情
[00:40:50,800 -> 00:40:52,800] 讓我覺得這件事情是有價值的
[00:40:52,800 -> 00:40:54,800] 然後我也非常同意你的那個vision
[00:40:54,800 -> 00:40:57,400] 就是我一直覺得這個data被個人own
[00:40:57,400 -> 00:41:00,800] 然後租給公司賺錢這個模式是最好的
[00:41:00,800 -> 00:41:03,300] 然後確實我聽起來
[00:41:03,300 -> 00:41:07,039] blockchain是實現這件事情的最好的一個方式
[00:41:07,039 -> 00:41:09,800] 我也希望這一天能早日到來
[00:41:09,800 -> 00:41:12,719] 然後我覺得就是大家真的去
[00:41:12,719 -> 00:41:14,400] 摒棄掉那些噪音
[00:41:14,400 -> 00:41:16,239] 然後摒棄掉那些偷換概念
[00:41:16,239 -> 00:41:17,719] 摒棄掉那些割韭菜的人
[00:41:17,719 -> 00:41:20,440] 創造出來那些東西以後
[00:41:20,440 -> 00:41:23,719] 反而可能對這裡邊的價值認識得更清楚
[00:41:23,719 -> 00:41:24,920] 而去做更正確的事情
[00:41:24,920 -> 00:41:25,000] 我們可以趨偽存真嗯好的 謝謝 Cooper好 謝謝柯代表反而可能對這裡邊的價值認識得更清楚而且去做更正確的事情
[00:41:25,000 -> 00:41:26,000] 我們可以趨偽存真
[00:41:26,000 -> 00:41:28,000] 嗯好的謝謝Cooper
[00:41:28,000 -> 00:41:29,500] 謝謝柯代表
[00:41:29,500 -> 00:41:31,500] 我們下期再見
